workerid,A,B,percent,read_time_two,quant,read_time_one,decision_time,response
5,"""menner""","""nandow""",85,114,"""Most""",1694,2849,"""False"""
5,"""chadop""","""shaple""",53,89,"""Many""",2456,4822,"""False"""
5,"""awplor""","""fasees""",38,102,"""More than half""",2021,2099,"""False"""
5,"""zetten""","""unfobs""",33,75,"""More than half""",2522,2887,"""False"""
5,"""pirter""","""secent""",63,87,"""Most""",1694,2578,"""True"""
5,"""monter""","""melelt""",86,106,"""Many""",1794,2291,"""True"""
5,"""awplor""","""fasees""",46,100,"""Most""",1244,1873,"""False"""
5,"""werner""","""hurmer""",37,116,"""Fewer than half""",2178,2120,"""True"""
5,"""beckel""","""racual""",55,84,"""Most""",2409,2812,"""False"""
5,"""clidge""","""hensly""",32,99,"""Many""",2401,1409,"""False"""
5,"""sporer""","""firtly""",49,73,"""Fewer than half""",2004,2112,"""True"""
5,"""pliper""","""sesare""",35,105,"""Many""",1649,4485,"""False"""
5,"""pluset""","""stubad""",32,113,"""More than half""",1434,1456,"""False"""
5,"""jallem""","""sildal""",45,116,"""Most""",2391,1435,"""False"""
5,"""puggle""","""entand""",56,95,"""Few""",2504,1527,"""False"""
5,"""cather""","""funder""",36,101,"""Many""",2243,2212,"""False"""
5,"""cosutz""","""spover""",3,63,"""Few""",1547,1805,"""True"""
5,"""ingell""","""nalill""",40,60,"""Many""",1466,1480,"""False"""
5,"""bemble""","""squank""",1,68,"""More than half""",1730,1551,"""False"""
5,"""cather""","""funder""",63,77,"""Most""",2842,1929,"""True"""
5,"""tecker""","""biller""",25,99,"""Many""",2577,1535,"""False"""
5,"""padnet""","""fanely""",95,105,"""Most""",1627,2096,"""True"""
5,"""birler""","""enciad""",14,103,"""Many""",2660,1603,"""False"""
5,"""bemble""","""squank""",61,86,"""Fewer than half""",1294,1683,"""False"""
5,"""russer""","""huttle""",52,96,"""Few""",1467,1631,"""False"""
5,"""schook""","""jabant""",18,113,"""Most""",1135,1198,"""False"""
5,"""chulks""","""vulhor""",1,86,"""Many""",1822,1274,"""False"""
5,"""puggle""","""entand""",61,102,"""More than half""",1739,1440,"""True"""
5,"""gukbar""","""soarse""",38,94,"""More than half""",2190,1360,"""False"""
5,"""devole""","""sholly""",82,106,"""More than half""",2237,2366,"""True"""
5,"""boddle""","""molill""",85,129,"""Many""",3245,1291,"""True"""
5,"""clidge""","""hensly""",17,11,"""Few""",1952,2209,"""True"""
5,"""gukbar""","""soarse""",64,84,"""Most""",1546,1928,"""True"""
5,"""isbant""","""unairs""",48,83,"""Few""",1604,2969,"""False"""
5,"""birler""","""enciad""",39,83,"""Fewer than half""",1368,1394,"""True"""
5,"""ancits""","""smeath""",61,83,"""Most""",1170,1392,"""True"""
5,"""menner""","""nandow""",44,83,"""Few""",2498,1919,"""False"""
5,"""puggle""","""entand""",45,119,"""Fewer than half""",1350,1244,"""True"""
5,"""hadder""","""ollidy""",26,86,"""Many""",2512,1261,"""False"""
5,"""gukbar""","""soarse""",28,122,"""Few""",1262,1369,"""True"""
5,"""sporer""","""firtly""",4,88,"""Most""",2198,1266,"""False"""
5,"""beckel""","""racual""",10,94,"""Fewer than half""",1707,1888,"""True"""
5,"""pliper""","""sesare""",6,109,"""Few""",4307,1328,"""True"""
5,"""shrile""","""athoid""",9,101,"""Fewer than half""",2853,1200,"""True"""
5,"""hadder""","""ollidy""",54,87,"""Fewer than half""",2140,1319,"""False"""
5,"""jallem""","""sildal""",4,97,"""Few""",1567,1383,"""True"""
5,"""schook""","""jabant""",51,98,"""Few""",2294,1447,"""False"""
5,"""chulks""","""vulhor""",99,90,"""Fewer than half""",1145,2321,"""False"""
5,"""clidge""","""hensly""",84,130,"""Fewer than half""",992,1488,"""False"""
5,"""zetten""","""unfobs""",96,102,"""Fewer than half""",2073,2221,"""False"""
5,"""mecket""","""plumry""",41,109,"""Few""",1315,2322,"""False"""
5,"""spunge""","""wenple""",59,123,"""More than half""",1544,1493,"""True"""
5,"""shurry""","""preser""",24,97,"""Many""",1258,1291,"""False"""
5,"""middor""","""drooty""",44,98,"""Fewer than half""",1605,1601,"""True"""
5,"""middor""","""drooty""",53,16,"""Many""",2476,1970,"""True"""
5,"""isbant""","""unairs""",89,97,"""More than half""",1034,1330,"""True"""
5,"""umpond""","""marire""",3,58,"""Fewer than half""",1330,1433,"""True"""
5,"""birler""","""enciad""",99,91,"""More than half""",1495,1698,"""True"""
5,"""bemble""","""squank""",57,84,"""Few""",1211,1616,"""False"""
5,"""zetten""","""unfobs""",79,96,"""Most""",1428,1307,"""True"""
5,"""chadop""","""shaple""",53,85,"""More than half""",1291,1360,"""True"""
5,"""cather""","""funder""",40,85,"""Fewer than half""",2381,1432,"""True"""
5,"""shurry""","""preser""",55,81,"""Fewer than half""",1959,2424,"""False"""
5,"""tiklet""","""hullaw""",86,136,"""More than half""",2304,2056,"""True"""
5,"""boddle""","""molill""",96,83,"""Few""",1242,1422,"""False"""
5,"""coppar""","""hunene""",66,121,"""Most""",1732,1752,"""True"""
5,"""cather""","""funder""",57,120,"""More than half""",1627,1218,"""True"""
5,"""coamin""","""mucond""",98,104,"""More than half""",2058,1263,"""True"""
5,"""puctor""","""recure""",24,86,"""Few""",1138,1278,"""True"""
5,"""pengyl""","""sedest""",51,83,"""Fewer than half""",1149,2355,"""False"""
5,"""werner""","""hurmer""",36,88,"""More than half""",1134,1239,"""False"""
5,"""beckel""","""racual""",52,105,"""Many""",1081,1458,"""True"""
5,"""strant""","""potind""",48,114,"""More than half""",1197,1302,"""False"""
5,"""dorder""","""coggon""",45,149,"""Few""",1234,1372,"""True"""
5,"""coamin""","""mucond""",2,100,"""Most""",1201,1335,"""False"""
5,"""pirter""","""secent""",34,113,"""More than half""",1323,3217,"""False"""
5,"""cosutz""","""spover""",21,132,"""Most""",1739,1784,"""False"""
5,"""hadder""","""ollidy""",42,143,"""Few""",1432,1847,"""True"""
5,"""shrile""","""athoid""",7,93,"""More than half""",1180,1209,"""False"""
5,"""chevel""","""podden""",32,129,"""Most""",1440,1257,"""False"""
5,"""puggle""","""entand""",67,130,"""Many""",1661,1298,"""True"""
5,"""werner""","""hurmer""",7,143,"""Few""",2049,1746,"""True"""
5,"""pluset""","""stubad""",88,180,"""Most""",1611,1278,"""True"""
5,"""chulks""","""vulhor""",58,111,"""More than half""",1240,1141,"""True"""
5,"""isbant""","""unairs""",22,119,"""Fewer than half""",982,2614,"""True"""
5,"""coppar""","""hunene""",72,154,"""More than half""",1238,1293,"""True"""
5,"""spunge""","""wenple""",61,128,"""Fewer than half""",1737,1966,"""False"""
5,"""bameta""","""unzast""",62,140,"""Few""",1604,1270,"""False"""
5,"""awplor""","""fasees""",69,153,"""Few""",1216,1820,"""False"""
5,"""spunge""","""wenple""",94,155,"""Most""",1255,1870,"""True"""
5,"""puctor""","""recure""",91,119,"""Most""",1633,1676,"""True"""
5,"""pliper""","""sesare""",29,109,"""More than half""",1812,1120,"""False"""
5,"""fleeve""","""scalfs""",15,141,"""Most""",1603,1355,"""False"""
5,"""sporer""","""firtly""",80,153,"""Few""",1278,1898,"""False"""
5,"""dorder""","""coggon""",18,143,"""Most""",1643,1351,"""False"""
5,"""russer""","""huttle""",2,149,"""Most""",1527,1246,"""False"""
5,"""schook""","""jabant""",86,164,"""More than half""",1530,1644,"""True"""
5,"""chevel""","""podden""",95,101,"""Many""",1344,1591,"""True"""
5,"""pengyl""","""sedest""",23,157,"""Many""",1408,1644,"""False"""
5,"""coppar""","""hunene""",44,163,"""Fewer than half""",1305,1463,"""True"""
5,"""fleeve""","""scalfs""",35,179,"""Few""",1538,1463,"""True"""
5,"""shamer""","""bloifs""",60,183,"""Most""",1381,1900,"""True"""
5,"""schook""","""jabant""",64,167,"""Many""",1707,1267,"""True"""
5,"""raster""","""movell""",64,156,"""Few""",1659,2401,"""False"""
5,"""clidge""","""hensly""",93,164,"""More than half""",1625,1426,"""True"""
5,"""sporer""","""firtly""",38,143,"""More than half""",1538,1947,"""False"""
5,"""beckel""","""racual""",85,130,"""Few""",2130,4903,"""False"""
5,"""coppar""","""hunene""",68,103,"""Many""",1869,1703,"""True"""
5,"""tecker""","""biller""",69,117,"""Fewer than half""",1489,2742,"""False"""
5,"""puctor""","""recure""",4,123,"""More than half""",1634,1649,"""False"""
5,"""coamin""","""mucond""",52,182,"""Few""",1335,1898,"""False"""
5,"""fleeve""","""scalfs""",8,129,"""Fewer than half""",1440,2476,"""True"""
5,"""beckel""","""racual""",55,142,"""More than half""",1589,1767,"""True"""
5,"""puggle""","""entand""",81,135,"""Most""",1804,1934,"""True"""
5,"""raster""","""movell""",32,118,"""Most""",1686,1773,"""False"""
5,"""russer""","""huttle""",2,171,"""Fewer than half""",1415,1671,"""True"""
5,"""raster""","""movell""",99,163,"""Many""",1875,1163,"""True"""
5,"""kustle""","""reshix""",59,148,"""Few""",1247,1931,"""False"""
5,"""chadop""","""shaple""",76,102,"""Fewer than half""",1754,2018,"""False"""
5,"""mecket""","""plumry""",84,135,"""Most""",1562,1432,"""True"""
5,"""jallem""","""sildal""",60,130,"""Fewer than half""",1417,2178,"""False"""
5,"""ingell""","""nalill""",20,117,"""Fewer than half""",1384,2766,"""True"""
5,"""coamin""","""mucond""",73,168,"""Many""",1392,1326,"""True"""
5,"""kustle""","""reshix""",84,157,"""Fewer than half""",1248,2506,"""False"""
5,"""kustle""","""reshix""",6,174,"""Many""",1635,1696,"""False"""
5,"""chadop""","""shaple""",91,118,"""Most""",1239,1459,"""True"""
5,"""tiklet""","""hullaw""",48,123,"""Many""",1392,1830,"""False"""
5,"""monter""","""melelt""",44,161,"""More than half""",1394,1738,"""False"""
5,"""monter""","""melelt""",46,199,"""Fewer than half""",1398,3375,"""False"""
5,"""chulks""","""vulhor""",79,158,"""Few""",1644,1722,"""False"""
5,"""shurry""","""preser""",61,170,"""Most""",1324,2395,"""True"""
5,"""middor""","""drooty""",1,127,"""More than half""",1393,1830,"""False"""
5,"""pobbit""","""spippy""",86,104,"""Most""",1448,1314,"""True"""
5,"""padnet""","""fanely""",28,168,"""Fewer than half""",1470,1587,"""True"""
5,"""shrile""","""athoid""",36,154,"""Many""",1382,1450,"""False"""
5,"""pliper""","""sesare""",8,173,"""Fewer than half""",1479,1797,"""True"""
5,"""pluset""","""stubad""",89,173,"""Many""",1846,1521,"""True"""
5,"""fleeve""","""scalfs""",42,171,"""More than half""",1505,1311,"""False"""
5,"""shamer""","""bloifs""",63,125,"""Fewer than half""",1603,2913,"""False"""
5,"""devole""","""sholly""",72,112,"""Fewer than half""",1323,2200,"""False"""
5,"""hadder""","""ollidy""",86,107,"""More than half""",1636,1149,"""True"""
5,"""devole""","""sholly""",83,139,"""Many""",1306,1522,"""True"""
5,"""shrile""","""athoid""",59,141,"""Few""",1360,1772,"""False"""
5,"""bameta""","""unzast""",76,163,"""Fewer than half""",1442,1524,"""False"""
5,"""bameta""","""unzast""",93,133,"""Many""",1455,1157,"""True"""
5,"""tiklet""","""hullaw""",34,108,"""Most""",1358,2080,"""False"""
5,"""middor""","""drooty""",51,108,"""Few""",1198,1300,"""False"""
5,"""menner""","""nandow""",93,170,"""Fewer than half""",1276,1958,"""False"""
5,"""coamin""","""mucond""",75,147,"""Fewer than half""",1296,2116,"""False"""
5,"""jallem""","""sildal""",56,1495,"""More than half""",109,5034,"""True"""
5,"""werner""","""hurmer""",21,120,"""Most""",1305,3211,"""False"""
5,"""mecket""","""plumry""",97,161,"""Many""",798,1236,"""True"""
5,"""cosutz""","""spover""",44,159,"""More than half""",1232,2497,"""False"""
5,"""chadop""","""shaple""",45,150,"""Few""",1393,7447,"""True"""
5,"""shrile""","""athoid""",41,150,"""Most""",1228,1505,"""False"""
5,"""pengyl""","""sedest""",47,149,"""Most""",1182,1384,"""False"""
5,"""tiklet""","""hullaw""",8,183,"""Fewer than half""",740,1567,"""True"""
5,"""umpond""","""marire""",78,152,"""More than half""",1284,1566,"""True"""
5,"""strant""","""potind""",71,140,"""Many""",1415,1364,"""True"""
5,"""pirter""","""secent""",48,121,"""Fewer than half""",1324,1577,"""True"""
5,"""pliper""","""sesare""",92,123,"""Most""",1363,1141,"""True"""
5,"""awplor""","""fasees""",86,112,"""Fewer than half""",1053,1821,"""False"""
5,"""pluset""","""stubad""",24,371,"""Few""",1474,1749,"""True"""
5,"""russer""","""huttle""",9,371,"""Many""",1474,1753,"""True"""
5,"""middor""","""drooty""",68,121,"""Most""",1215,1834,"""True"""
5,"""cosutz""","""spover""",71,113,"""Fewer than half""",1065,1729,"""False"""
5,"""umpond""","""marire""",74,114,"""Few""",1101,1741,"""False"""
5,"""dorder""","""coggon""",69,140,"""More than half""",1319,2028,"""True"""
5,"""kustle""","""reshix""",46,128,"""Most""",991,1539,"""False"""
5,"""ancits""","""smeath""",99,128,"""More than half""",861,1477,"""True"""
5,"""schook""","""jabant""",53,116,"""Fewer than half""",836,1724,"""False"""
5,"""zetten""","""unfobs""",66,142,"""Few""",932,2117,"""False"""
5,"""monter""","""melelt""",2,125,"""Few""",1327,1915,"""True"""
5,"""pobbit""","""spippy""",6,149,"""Many""",965,1898,"""False"""
5,"""tecker""","""biller""",20,161,"""Most""",1174,1557,"""False"""
5,"""menner""","""nandow""",96,158,"""More than half""",1038,1522,"""True"""
5,"""zetten""","""unfobs""",86,140,"""Many""",1199,1533,"""True"""
5,"""boddle""","""molill""",97,145,"""Most""",1107,1510,"""True"""
5,"""birler""","""enciad""",6,119,"""Most""",1175,1445,"""False"""
5,"""birler""","""enciad""",90,103,"""Few""",946,1839,"""False"""
5,"""chevel""","""podden""",30,130,"""Fewer than half""",1079,1439,"""True"""
5,"""devole""","""sholly""",93,100,"""Few""",1116,1483,"""False"""
5,"""chevel""","""podden""",46,144,"""More than half""",1093,1563,"""False"""
5,"""coppar""","""hunene""",88,89,"""Few""",1126,1738,"""False"""
5,"""padnet""","""fanely""",47,145,"""More than half""",992,1691,"""False"""
5,"""shurry""","""preser""",59,101,"""More than half""",1061,1462,"""True"""
5,"""raster""","""movell""",55,113,"""Fewer than half""",1051,2952,"""False"""
5,"""umpond""","""marire""",34,166,"""Many""",959,1891,"""False"""
5,"""bemble""","""squank""",44,131,"""Most""",1019,1407,"""False"""
5,"""padnet""","""fanely""",95,137,"""Many""",1125,1454,"""True"""
5,"""ancits""","""smeath""",88,115,"""Few""",994,1750,"""False"""
5,"""padnet""","""fanely""",16,131,"""Few""",970,1531,"""True"""
5,"""pirter""","""secent""",26,116,"""Many""",957,1566,"""False"""
5,"""pengyl""","""sedest""",68,151,"""More than half""",1088,2495,"""True"""
5,"""pluset""","""stubad""",18,117,"""Fewer than half""",884,1621,"""True"""
5,"""shamer""","""bloifs""",22,137,"""Few""",1083,1487,"""True"""
5,"""shamer""","""bloifs""",49,95,"""More than half""",1142,2868,"""False"""
5,"""strant""","""potind""",87,92,"""Fewer than half""",1288,1557,"""False"""
5,"""pobbit""","""spippy""",69,90,"""Few""",1082,1752,"""False"""
5,"""hadder""","""ollidy""",77,112,"""Most""",1036,1338,"""True"""
5,"""pengyl""","""sedest""",60,138,"""Few""",1038,1764,"""False"""
5,"""ancits""","""smeath""",5,3,"""Fewer than half""",1529,5496,"""True"""
5,"""puctor""","""recure""",66,105,"""Fewer than half""",923,4240,"""False"""
5,"""menner""","""nandow""",45,119,"""Many""",1042,7774,"""False"""
5,"""umpond""","""marire""",61,147,"""Most""",1238,2486,"""True"""
5,"""bemble""","""squank""",75,136,"""Many""",1104,1327,"""True"""
5,"""russer""","""huttle""",9,106,"""More than half""",1111,2119,"""False"""
5,"""dorder""","""coggon""",83,98,"""Many""",1005,1519,"""True"""
5,"""tecker""","""biller""",75,145,"""Few""",990,1648,"""False"""
5,"""spunge""","""wenple""",60,118,"""Many""",962,1509,"""True"""
5,"""strant""","""potind""",74,127,"""Most""",1140,1149,"""True"""
5,"""ingell""","""nalill""",65,104,"""Most""",951,1576,"""True"""
5,"""puctor""","""recure""",40,111,"""Many""",884,1561,"""False"""
5,"""gukbar""","""soarse""",69,118,"""Fewer than half""",1034,2061,"""False"""
5,"""tiklet""","""hullaw""",73,115,"""Few""",956,2142,"""False"""
5,"""bameta""","""unzast""",80,116,"""Most""",776,1410,"""True"""
5,"""boddle""","""molill""",55,122,"""More than half""",920,1371,"""True"""
5,"""mecket""","""plumry""",5,105,"""More than half""",862,2515,"""False"""
5,"""isbant""","""unairs""",53,101,"""Many""",886,3607,"""True"""
5,"""dorder""","""coggon""",33,126,"""Fewer than half""",817,3940,"""True"""
5,"""chulks""","""vulhor""",78,124,"""Most""",789,1773,"""True"""
5,"""boddle""","""molill""",49,114,"""Fewer than half""",796,2401,"""True"""
5,"""isbant""","""unairs""",73,129,"""Most""",820,1289,"""True"""
5,"""spunge""","""wenple""",40,143,"""Few""",918,2083,"""True"""
5,"""clidge""","""hensly""",55,126,"""Most""",933,4108,"""False"""
5,"""ingell""","""nalill""",52,131,"""More than half""",752,1425,"""True"""
5,"""raster""","""movell""",92,125,"""More than half""",725,2633,"""True"""
5,"""jallem""","""sildal""",77,152,"""Many""",751,1389,"""True"""
5,"""pobbit""","""spippy""",13,122,"""Fewer than half""",748,1562,"""True"""
5,"""fleeve""","""scalfs""",75,963,"""Many""",137,1510,"""True"""
5,"""shamer""","""bloifs""",20,118,"""Many""",823,1443,"""False"""
5,"""monter""","""melelt""",42,105,"""Most""",825,1365,"""False"""
5,"""devole""","""sholly""",77,123,"""Most""",751,1450,"""True"""
5,"""strant""","""potind""",20,130,"""Few""",828,2088,"""True"""
5,"""gukbar""","""soarse""",99,147,"""Many""",839,1734,"""True"""
5,"""kustle""","""reshix""",65,160,"""More than half""",821,1190,"""True"""
5,"""pobbit""","""spippy""",59,130,"""More than half""",878,1356,"""True"""
5,"""mecket""","""plumry""",89,141,"""Fewer than half""",775,1671,"""False"""
5,"""cosutz""","""spover""",68,116,"""Many""",836,1166,"""True"""
5,"""awplor""","""fasees""",69,124,"""Many""",851,1374,"""True"""
5,"""pirter""","""secent""",84,131,"""Few""",788,1691,"""False"""
5,"""ingell""","""nalill""",63,115,"""Few""",836,1537,"""False"""
5,"""tecker""","""biller""",52,117,"""More than half""",789,1330,"""True"""
5,"""cather""","""funder""",68,135,"""Few""",790,1371,"""False"""
5,"""bameta""","""unzast""",9,109,"""More than half""",767,1446,"""False"""
5,"""werner""","""hurmer""",91,115,"""Many""",842,1287,"""True"""
5,"""ancits""","""smeath""",91,133,"""Many""",840,1338,"""True"""
5,"""chevel""","""podden""",45,135,"""Few""",829,4756,"""False"""
5,"""sporer""","""firtly""",90,151,"""Many""",656,1290,"""True"""
5,"""shurry""","""preser""",88,141,"""Few""",820,1667,"""False"""
6,"""thonk""","""krangly""",82,12526,"""Some""",1280,5602,"""False"""
6,"""dring""","""larfy""",28,12526,"""None""",1280,5606,"""False"""
6,"""tenk""","""glurgy""",8,12526,"""All""",1280,5609,"""False"""
6,"""glerb""","""fizzda""",20,4850,"""All""",1550,7166,"""False"""
6,"""blek""","""orkital""",54,4850,"""None""",1550,7170,"""False"""
6,"""klong""","""nooty""",62,160,"""All""",8784,4803,"""False"""
6,"""slarm""","""briddle""",11,161,"""None""",385,5519,"""True"""
6,"""floom""","""plerful""",92,381,"""Some""",641,5936,"""False"""
6,"""devole""","""sholly""",28,2530,"""Few""",159,5935,"""True"""
6,"""pluset""","""stubad""",83,703,"""Few""",187,9058,"""False"""
6,"""coppar""","""hunene""",71,894,"""Few""",144,6932,"""False"""
6,"""boddle""","""molill""",80,208,"""More than half""",208,4322,"""True"""
6,"""middor""","""drooty""",78,1123,"""Few""",144,3983,"""False"""
6,"""clidge""","""hensly""",97,549,"""Many""",125,7232,"""False"""
6,"""padnet""","""fanely""",33,112,"""Few""",240,4656,"""True"""
6,"""cather""","""funder""",3,129,"""Many""",194,5744,"""True"""
6,"""clidge""","""hensly""",40,144,"""Fewer than half""",143,3392,"""True"""
6,"""schook""","""jabant""",52,111,"""Many""",144,2112,"""False"""
6,"""awplor""","""fasees""",47,172,"""More than half""",160,2818,"""False"""
6,"""kustle""","""reshix""",55,112,"""Many""",156,3200,"""False"""
6,"""tiklet""","""hullaw""",10,305,"""Most""",175,1999,"""False"""
6,"""tiklet""","""hullaw""",27,110,"""Many""",159,1903,"""False"""
6,"""shrile""","""athoid""",96,146,"""Few""",175,2190,"""True"""
6,"""devole""","""sholly""",98,128,"""More than half""",145,3121,"""True"""
6,"""coamin""","""mucond""",84,272,"""Most""",112,1280,"""False"""
6,"""boddle""","""molill""",83,273,"""Many""",238,2432,"""False"""
6,"""padnet""","""fanely""",23,465,"""Most""",181,2400,"""False"""
6,"""padnet""","""fanely""",28,144,"""Many""",208,2431,"""False"""
6,"""pobbit""","""spippy""",25,992,"""Most""",128,2271,"""False"""
6,"""kustle""","""reshix""",58,962,"""More than half""",143,3664,"""True"""
6,"""schook""","""jabant""",53,689,"""Few""",93,2014,"""False"""
6,"""birler""","""enciad""",94,97,"""Many""",176,2272,"""False"""
6,"""clidge""","""hensly""",23,448,"""Few""",126,3107,"""True"""
6,"""fleeve""","""scalfs""",31,465,"""Fewer than half""",96,2879,"""True"""
6,"""pluset""","""stubad""",19,530,"""More than half""",101,2223,"""False"""
6,"""awplor""","""fasees""",38,348,"""Many""",126,1431,"""False"""
6,"""strant""","""potind""",8,160,"""Many""",176,2639,"""True"""
6,"""chevel""","""podden""",17,387,"""Most""",128,1070,"""False"""
6,"""chulks""","""vulhor""",48,432,"""Fewer than half""",160,1360,"""False"""
6,"""hadder""","""ollidy""",92,161,"""Most""",176,1902,"""True"""
6,"""puggle""","""entand""",32,417,"""More than half""",159,1679,"""True"""
6,"""chevel""","""podden""",76,496,"""Many""",172,1121,"""True"""
6,"""padnet""","""fanely""",42,146,"""Fewer than half""",207,2415,"""False"""
6,"""dorder""","""coggon""",49,191,"""Most""",224,2352,"""False"""
6,"""sporer""","""firtly""",37,480,"""Most""",219,720,"""False"""
6,"""padnet""","""fanely""",57,176,"""More than half""",239,2336,"""False"""
6,"""shamer""","""bloifs""",46,192,"""Fewer than half""",170,1904,"""True"""
6,"""tecker""","""biller""",65,204,"""Few""",173,1777,"""True"""
6,"""shamer""","""bloifs""",69,207,"""Most""",224,2495,"""True"""
6,"""mecket""","""plumry""",16,544,"""Few""",160,2064,"""False"""
6,"""russer""","""huttle""",33,163,"""Most""",238,1132,"""True"""
6,"""puggle""","""entand""",93,539,"""Many""",176,1919,"""False"""
6,"""chadop""","""shaple""",46,195,"""Few""",240,1551,"""False"""
6,"""monter""","""melelt""",96,142,"""More than half""",223,1712,"""False"""
6,"""beckel""","""racual""",20,224,"""Many""",177,1776,"""False"""
6,"""pluset""","""stubad""",31,241,"""Many""",255,2177,"""False"""
6,"""raster""","""movell""",83,289,"""Fewer than half""",174,1375,"""True"""
6,"""chevel""","""podden""",8,994,"""More than half""",367,1599,"""True"""
6,"""puctor""","""recure""",47,209,"""Few""",192,1583,"""True"""
6,"""monter""","""melelt""",90,176,"""Most""",205,1776,"""False"""
6,"""puctor""","""recure""",48,125,"""Fewer than half""",175,1462,"""False"""
6,"""zetten""","""unfobs""",66,127,"""Most""",240,1505,"""False"""
6,"""tiklet""","""hullaw""",70,145,"""Fewer than half""",270,1712,"""False"""
6,"""shurry""","""preser""",38,175,"""More than half""",273,2273,"""False"""
6,"""chulks""","""vulhor""",1,643,"""Few""",318,797,"""False"""
6,"""werner""","""hurmer""",98,160,"""Fewer than half""",234,1504,"""True"""
6,"""cosutz""","""spover""",54,144,"""Fewer than half""",223,928,"""False"""
6,"""fleeve""","""scalfs""",97,625,"""Few""",191,1009,"""False"""
6,"""bemble""","""squank""",5,993,"""Fewer than half""",158,351,"""False"""
6,"""tecker""","""biller""",25,129,"""Most""",126,1215,"""True"""
6,"""bameta""","""unzast""",1,128,"""Many""",161,896,"""False"""
6,"""menner""","""nandow""",94,96,"""More than half""",159,2432,"""False"""
6,"""raster""","""movell""",93,129,"""Most""",111,992,"""True"""
6,"""ancits""","""smeath""",89,144,"""Many""",160,1904,"""True"""
6,"""puggle""","""entand""",95,145,"""Most""",185,3008,"""False"""
6,"""tecker""","""biller""",33,159,"""Many""",145,1185,"""True"""
6,"""isbant""","""unairs""",67,128,"""Few""",172,1698,"""False"""
6,"""pluset""","""stubad""",12,109,"""Most""",207,1312,"""False"""
6,"""birler""","""enciad""",78,97,"""Most""",192,1216,"""False"""
6,"""puctor""","""recure""",23,257,"""Many""",177,2671,"""False"""
6,"""ancits""","""smeath""",80,163,"""Few""",207,898,"""False"""
6,"""pengyl""","""sedest""",29,2480,"""Most""",192,1711,"""False"""
6,"""mecket""","""plumry""",59,2480,"""More than half""",192,1715,"""False"""
6,"""raster""","""movell""",33,191,"""Few""",158,1972,"""True"""
6,"""sporer""","""firtly""",98,448,"""Fewer than half""",127,1296,"""False"""
6,"""cather""","""funder""",14,176,"""Most""",225,2128,"""True"""
6,"""shrile""","""athoid""",61,127,"""Most""",191,2534,"""True"""
6,"""umpond""","""marire""",97,162,"""Most""",192,1969,"""True"""
6,"""shamer""","""bloifs""",89,109,"""Few""",192,864,"""True"""
6,"""pengyl""","""sedest""",71,160,"""More than half""",162,1823,"""False"""
6,"""gukbar""","""soarse""",34,62,"""Fewer than half""",160,1182,"""False"""
6,"""beckel""","""racual""",32,159,"""More than half""",192,1603,"""False"""
6,"""devole""","""sholly""",56,112,"""Many""",208,1904,"""True"""
6,"""clidge""","""hensly""",11,176,"""Most""",34,3699,"""True"""
6,"""gukbar""","""soarse""",23,176,"""Most""",208,1409,"""False"""
6,"""pirter""","""secent""",99,208,"""Few""",192,5138,"""False"""
6,"""pobbit""","""spippy""",15,204,"""More than half""",223,1524,"""False"""
6,"""ingell""","""nalill""",23,150,"""Many""",161,1413,"""False"""
6,"""coamin""","""mucond""",44,208,"""Many""",192,1488,"""False"""
6,"""jallem""","""sildal""",12,176,"""Few""",221,3045,"""True"""
6,"""bameta""","""unzast""",22,159,"""Most""",175,1057,"""False"""
6,"""raster""","""movell""",48,156,"""Many""",222,3360,"""True"""
6,"""ancits""","""smeath""",7,145,"""Most""",239,2064,"""False"""
6,"""coppar""","""hunene""",48,159,"""Fewer than half""",193,1361,"""False"""
6,"""awplor""","""fasees""",13,160,"""Fewer than half""",193,895,"""False"""
6,"""pirter""","""secent""",54,140,"""More than half""",207,4671,"""True"""
6,"""chulks""","""vulhor""",26,97,"""Most""",224,1297,"""False"""
6,"""werner""","""hurmer""",89,146,"""Most""",176,3151,"""False"""
6,"""shrile""","""athoid""",25,433,"""More than half""",191,2575,"""True"""
6,"""spunge""","""wenple""",46,224,"""Most""",240,1411,"""False"""
6,"""pliper""","""sesare""",40,174,"""More than half""",225,2193,"""True"""
6,"""mecket""","""plumry""",66,191,"""Fewer than half""",223,2241,"""False"""
6,"""awplor""","""fasees""",79,177,"""Few""",239,1463,"""False"""
6,"""bemble""","""squank""",6,240,"""More than half""",224,1376,"""False"""
6,"""umpond""","""marire""",56,176,"""Few""",203,2815,"""False"""
6,"""menner""","""nandow""",67,192,"""Few""",191,8736,"""True"""
6,"""beckel""","""racual""",72,592,"""Most""",256,1949,"""True"""
6,"""ingell""","""nalill""",4,272,"""Most""",240,4240,"""False"""
6,"""pliper""","""sesare""",98,273,"""Many""",255,3391,"""True"""
6,"""fleeve""","""scalfs""",83,336,"""Many""",241,2369,"""True"""
6,"""tiklet""","""hullaw""",66,336,"""More than half""",304,6081,"""False"""
6,"""pirter""","""secent""",36,207,"""Many""",240,609,"""True"""
6,"""isbant""","""unairs""",62,193,"""Fewer than half""",176,1487,"""False"""
6,"""shrile""","""athoid""",28,144,"""Fewer than half""",175,1743,"""True"""
6,"""boddle""","""molill""",14,205,"""Most""",224,1905,"""True"""
