workerid,A,B,percent,read_and_decide_time,quant,read_time_one,response
3,"""hadder""","""ollidy""",83,567,"""Few""",441,false
3,"""beckel""","""racual""",61,692,"""Fewer than half""",422,false
3,"""puggle""","""entand""",91,620,"""Fewer than half""",411,false
3,"""chadop""","""shaple""",29,567,"""Most""",372,false
3,"""shurry""","""preser""",21,531,"""Many""",792,false
3,"""bemble""","""squank""",60,585,"""Few""",391,false
3,"""pirter""","""secent""",5,506,"""More than half""",396,false
3,"""zetten""","""unfobs""",57,598,"""More than half""",372,true
3,"""birler""","""enciad""",92,537,"""Most""",346,true
3,"""kustle""","""reshix""",91,718,"""Fewer than half""",331,false
3,"""strant""","""potind""",37,590,"""Many""",331,false
3,"""pobbit""","""spippy""",63,646,"""Most""",286,true
3,"""strant""","""potind""",34,512,"""Most""",322,false
3,"""fleeve""","""scalfs""",35,636,"""Fewer than half""",241,true
3,"""spunge""","""wenple""",78,499,"""More than half""",282,true
3,"""fleeve""","""scalfs""",82,421,"""More than half""",270,true
3,"""spunge""","""wenple""",74,566,"""Fewer than half""",145,false
3,"""puctor""","""recure""",4,706,"""More than half""",146,false
3,"""birler""","""enciad""",93,817,"""Many""",127,true
3,"""strant""","""potind""",27,701,"""Fewer than half""",147,true
3,"""awplor""","""fasees""",44,887,"""Many""",217,false
3,"""monter""","""melelt""",36,731,"""Many""",115,false
3,"""shamer""","""bloifs""",99,1112,"""Fewer than half""",146,false
3,"""cosutz""","""spover""",12,570,"""Most""",180,false
3,"""pliper""","""sesare""",42,1243,"""More than half""",195,false
3,"""shrile""","""athoid""",67,707,"""More than half""",145,true
3,"""boddle""","""molill""",20,916,"""Many""",461,false
3,"""devole""","""sholly""",4,430,"""Few""",410,true
3,"""bameta""","""unzast""",62,561,"""Fewer than half""",390,false
3,"""beckel""","""racual""",88,512,"""Many""",500,true
3,"""pliper""","""sesare""",28,687,"""Few""",385,true
3,"""mecket""","""plumry""",19,571,"""Most""",432,false
3,"""ingell""","""nalill""",45,692,"""Many""",286,false
3,"""tecker""","""biller""",88,575,"""Few""",437,false
3,"""werner""","""hurmer""",38,557,"""Few""",324,true
3,"""raster""","""movell""",75,97004,"""Most""",8214,true
3,"""shrile""","""athoid""",73,451,"""Many""",1463,true
3,"""chulks""","""vulhor""",41,515,"""Most""",390,false
3,"""menner""","""nandow""",68,450,"""Many""",341,true
3,"""coppar""","""hunene""",43,507,"""Many""",366,false
3,"""chulks""","""vulhor""",14,452,"""Few""",281,true
3,"""dorder""","""coggon""",78,416,"""Many""",297,true
3,"""spunge""","""wenple""",1,512,"""Most""",285,false
3,"""coamin""","""mucond""",74,391,"""Many""",271,true
3,"""jallem""","""sildal""",93,420,"""Most""",226,true
3,"""mecket""","""plumry""",19,541,"""Many""",247,false
3,"""shrile""","""athoid""",27,545,"""Few""",216,true
3,"""shurry""","""preser""",8,551,"""Fewer than half""",256,true
3,"""chevel""","""podden""",90,565,"""Few""",270,false
3,"""kustle""","""reshix""",5,751,"""Many""",243,false
3,"""jallem""","""sildal""",77,1163,"""Few""",271,false
3,"""menner""","""nandow""",42,681,"""Few""",286,false
3,"""ingell""","""nalill""",71,1041,"""Few""",330,false
3,"""fleeve""","""scalfs""",95,670,"""Few""",242,false
3,"""middor""","""drooty""",56,420,"""Few""",265,false
3,"""hadder""","""ollidy""",71,766,"""Many""",216,true
3,"""cather""","""funder""",65,635,"""Most""",156,true
3,"""strant""","""potind""",95,646,"""More than half""",166,true
3,"""fleeve""","""scalfs""",45,2244,"""Many""",206,true
3,"""devole""","""sholly""",8,476,"""More than half""",801,false
3,"""chadop""","""shaple""",76,521,"""More than half""",311,true
3,"""ancits""","""smeath""",14,757,"""Fewer than half""",306,true
3,"""sporer""","""firtly""",76,548,"""Most""",342,true
3,"""umpond""","""marire""",97,541,"""Most""",292,true
3,"""puggle""","""entand""",33,976,"""Most""",401,false
3,"""spunge""","""wenple""",46,526,"""Few""",336,false
3,"""cosutz""","""spover""",69,476,"""More than half""",287,true
3,"""awplor""","""fasees""",16,516,"""Few""",261,true
3,"""puctor""","""recure""",93,467,"""Many""",276,true
3,"""bameta""","""unzast""",23,494,"""Many""",286,false
3,"""bemble""","""squank""",43,586,"""More than half""",251,false
3,"""clidge""","""hensly""",29,511,"""Few""",259,true
3,"""mecket""","""plumry""",81,752,"""More than half""",207,true
3,"""coamin""","""mucond""",74,492,"""More than half""",140,true
3,"""devole""","""sholly""",73,511,"""Most""",112,true
3,"""tiklet""","""hullaw""",93,762,"""More than half""",101,true
3,"""puggle""","""entand""",16,622,"""Many""",90,false
3,"""clidge""","""hensly""",29,616,"""Many""",117,false
3,"""gukbar""","""soarse""",20,486,"""Fewer than half""",105,true
3,"""umpond""","""marire""",38,561,"""Fewer than half""",95,true
3,"""tecker""","""biller""",6,646,"""Fewer than half""",101,true
3,"""schook""","""jabant""",49,687,"""Most""",84,false
3,"""clidge""","""hensly""",66,735,"""Fewer than half""",90,true
3,"""bemble""","""squank""",89,1127,"""Most""",79,true
3,"""coppar""","""hunene""",94,1237,"""Most""",576,true
3,"""middor""","""drooty""",96,492,"""More than half""",361,true
3,"""zetten""","""unfobs""",67,2917,"""Fewer than half""",3274,false
3,"""pirter""","""secent""",90,545,"""Most""",265,true
3,"""pengyl""","""sedest""",38,546,"""Fewer than half""",246,true
3,"""padnet""","""fanely""",52,882,"""Most""",252,true
3,"""umpond""","""marire""",22,507,"""More than half""",320,false
3,"""russer""","""huttle""",13,535,"""Fewer than half""",271,true
3,"""chulks""","""vulhor""",65,497,"""More than half""",306,true
3,"""jallem""","""sildal""",7,626,"""Many""",310,false
3,"""puggle""","""entand""",75,826,"""More than half""",295,true
3,"""schook""","""jabant""",20,702,"""Few""",320,true
3,"""pobbit""","""spippy""",25,1263,"""Many""",295,false
3,"""pluset""","""stubad""",12,595,"""Fewer than half""",496,true
3,"""monter""","""melelt""",44,1128,"""Most""",291,false
3,"""pobbit""","""spippy""",5,1223,"""Few""",276,true
3,"""shurry""","""preser""",45,1243,"""Few""",300,false
3,"""pliper""","""sesare""",52,2320,"""Fewer than half""",366,false
3,"""devole""","""sholly""",73,407,"""Many""",336,true
3,"""dorder""","""coggon""",11,556,"""More than half""",266,false
3,"""shurry""","""preser""",35,5,"""Most""",286,false
3,"""shamer""","""bloifs""",47,907,"""Most""",271,true
3,"""pliper""","""sesare""",78,480,"""Many""",346,true
3,"""ancits""","""smeath""",16,671,"""Few""",318,true
3,"""awplor""","""fasees""",74,492,"""Most""",340,true
3,"""mecket""","""plumry""",89,522,"""Few""",320,false
3,"""fleeve""","""scalfs""",36,951,"""Most""",291,false
3,"""gukbar""","""soarse""",79,5327,"""Many""",335,true
3,"""raster""","""movell""",44,522,"""Many""",555,false
3,"""isbant""","""unairs""",86,475,"""Few""",322,false
3,"""devole""","""sholly""",80,551,"""Fewer than half""",431,false
4,"""glerb""","""fizzda""",20,12361,"""All""",648,false
4,"""thonk""","""krangly""",82,4436,"""Some""",2144,true
4,"""slarm""","""briddle""",11,3075,"""None""",1879,false
4,"""klong""","""nooty""",62,3953,"""All""",2064,false
4,"""dring""","""larfy""",28,2792,"""None""",1296,false
4,"""floom""","""plerful""",92,6143,"""Some""",1480,false
4,"""blek""","""orkital""",54,1808,"""None""",1632,false
4,"""tenk""","""glurgy""",8,1848,"""All""",1409,false
4,"""chevel""","""podden""",46,1272,"""More than half""",1736,false
4,"""hadder""","""ollidy""",70,1112,"""Many""",1576,true
4,"""shamer""","""bloifs""",47,4281,"""Few""",1777,false
4,"""coamin""","""mucond""",93,768,"""Many""",1336,true
4,"""pluset""","""stubad""",42,977,"""More than half""",1320,false
4,"""russer""","""huttle""",46,767,"""Most""",1377,false
4,"""dorder""","""coggon""",11,1159,"""Few""",1249,true
4,"""chulks""","""vulhor""",73,2289,"""Most""",1120,true
4,"""werner""","""hurmer""",53,775,"""More than half""",1313,true
4,"""ancits""","""smeath""",54,1137,"""Most""",1008,true
4,"""chevel""","""podden""",66,632,"""Few""",1264,false
4,"""devole""","""sholly""",7,2232,"""More than half""",1231,false
4,"""boddle""","""molill""",71,1833,"""Many""",1584,true
4,"""devole""","""sholly""",52,1919,"""Fewer than half""",1793,false
4,"""puggle""","""entand""",23,1968,"""Few""",1440,true
4,"""bameta""","""unzast""",16,1018,"""More than half""",2648,false
4,"""strant""","""potind""",75,1367,"""More than half""",1472,true
4,"""pliper""","""sesare""",35,1324,"""More than half""",1513,true
4,"""coamin""","""mucond""",56,920,"""More than half""",1327,true
4,"""pengyl""","""sedest""",82,649,"""More than half""",1200,true
4,"""raster""","""movell""",11,711,"""Many""",1192,false
4,"""coamin""","""mucond""",80,671,"""Most""",1384,true
4,"""mecket""","""plumry""",35,1920,"""Fewer than half""",1664,true
4,"""clidge""","""hensly""",77,975,"""Most""",1632,true
4,"""pluset""","""stubad""",48,1504,"""Few""",3080,false
4,"""padnet""","""fanely""",33,1359,"""More than half""",1481,false
4,"""clidge""","""hensly""",77,1016,"""Fewer than half""",4049,false
4,"""coppar""","""hunene""",1,2007,"""More than half""",1352,false
4,"""devole""","""sholly""",21,2161,"""Few""",2777,true
4,"""umpond""","""marire""",81,1791,"""Few""",1127,false
4,"""bemble""","""squank""",39,1911,"""Fewer than half""",1551,true
4,"""kustle""","""reshix""",64,889,"""Few""",1175,false
4,"""gukbar""","""soarse""",6,872,"""Many""",1305,false
4,"""menner""","""nandow""",8,1760,"""More than half""",3850,false
4,"""bameta""","""unzast""",91,527,"""Many""",1185,true
4,"""puctor""","""recure""",3,1822,"""Most""",1496,false
4,"""schook""","""jabant""",73,857,"""More than half""",1337,true
4,"""bemble""","""squank""",11,736,"""More than half""",1264,false
4,"""shamer""","""bloifs""",32,784,"""Fewer than half""",1272,false
4,"""padnet""","""fanely""",1,615,"""Most""",888,false
4,"""cosutz""","""spover""",38,1351,"""Fewer than half""",1873,true
4,"""pobbit""","""spippy""",99,799,"""Fewer than half""",1736,false
4,"""spunge""","""wenple""",76,552,"""More than half""",1209,true
4,"""middor""","""drooty""",89,711,"""More than half""",1071,true
4,"""tiklet""","""hullaw""",68,768,"""Most""",913,true
4,"""schook""","""jabant""",93,495,"""Many""",992,true
4,"""isbant""","""unairs""",9,823,"""More than half""",1015,false
4,"""pobbit""","""spippy""",26,911,"""Many""",838,false
4,"""bameta""","""unzast""",13,657,"""Fewer than half""",1160,false
4,"""coppar""","""hunene""",96,931,"""Fewer than half""",1831,false
4,"""spunge""","""wenple""",51,904,"""Many""",863,true
4,"""schook""","""jabant""",79,1087,"""Few""",1417,false
4,"""chevel""","""podden""",28,1071,"""Fewer than half""",1728,true
4,"""bameta""","""unzast""",74,785,"""Few""",1328,false
4,"""cather""","""funder""",95,856,"""Fewer than half""",1399,false
4,"""fleeve""","""scalfs""",24,1328,"""Fewer than half""",1408,true
4,"""pirter""","""secent""",13,608,"""More than half""",903,false
4,"""strant""","""potind""",81,896,"""Few""",1194,false
4,"""bemble""","""squank""",61,897,"""Few""",1029,false
4,"""ingell""","""nalill""",14,784,"""Most""",1128,false
4,"""raster""","""movell""",54,1496,"""Few""",1186,false
4,"""jallem""","""sildal""",35,975,"""Most""",1247,false
4,"""schook""","""jabant""",46,916,"""Fewer than half""",983,true
4,"""kustle""","""reshix""",61,712,"""Many""",848,true
4,"""chulks""","""vulhor""",67,543,"""More than half""",857,true
4,"""coppar""","""hunene""",12,553,"""Many""",807,false
4,"""pliper""","""sesare""",42,1080,"""Most""",942,false
4,"""shrile""","""athoid""",83,672,"""More than half""",808,true
4,"""tiklet""","""hullaw""",51,920,"""Few""",736,false
4,"""gukbar""","""soarse""",54,733,"""Few""",865,false
4,"""cosutz""","""spover""",87,615,"""Few""",864,true
4,"""puctor""","""recure""",42,896,"""Fewer than half""",1744,true
4,"""middor""","""drooty""",89,1504,"""Most""",1072,true
4,"""pluset""","""stubad""",25,848,"""Most""",928,false
4,"""awplor""","""fasees""",39,697,"""Most""",2070,false
4,"""jallem""","""sildal""",38,711,"""Many""",1451,false
4,"""tecker""","""biller""",6,679,"""Most""",993,false
4,"""pengyl""","""sedest""",52,1088,"""Most""",1049,true
4,"""dorder""","""coggon""",37,664,"""Most""",1256,false
4,"""clidge""","""hensly""",42,1095,"""Few""",1328,false
4,"""clidge""","""hensly""",86,1127,"""Many""",1296,true
4,"""monter""","""melelt""",72,1032,"""More than half""",1359,true
4,"""umpond""","""marire""",53,1000,"""Fewer than half""",136,false
4,"""pirter""","""secent""",13,743,"""Most""",1192,false
4,"""dorder""","""coggon""",80,750,"""Many""",888,true
4,"""tecker""","""biller""",15,767,"""Few""",1656,false
4,"""chulks""","""vulhor""",71,992,"""Few""",1183,false
4,"""chulks""","""vulhor""",66,1184,"""Many""",1112,true
4,"""fleeve""","""scalfs""",33,1528,"""Few""",1089,true
4,"""tecker""","""biller""",18,1528,"""More than half""",1112,false
4,"""werner""","""hurmer""",94,736,"""Most""",1408,true
4,"""strant""","""potind""",43,745,"""Fewer than half""",1015,false
4,"""mecket""","""plumry""",56,1273,"""Few""",1048,false
4,"""shamer""","""bloifs""",61,1224,"""Many""",1328,true
4,"""chadop""","""shaple""",54,736,"""More than half""",944,true
4,"""kustle""","""reshix""",80,825,"""Fewer than half""",1296,false
4,"""ancits""","""smeath""",88,984,"""More than half""",1408,true
4,"""cosutz""","""spover""",51,803,"""Most""",1272,true
4,"""pliper""","""sesare""",64,706,"""Fewer than half""",1257,true
4,"""tecker""","""biller""",20,713,"""Fewer than half""",1391,false
4,"""shurry""","""preser""",10,848,"""Fewer than half""",1521,false
4,"""raster""","""movell""",79,864,"""Fewer than half""",1340,false
4,"""tiklet""","""hullaw""",3,801,"""Fewer than half""",1304,false
4,"""bemble""","""squank""",71,961,"""Many""",1288,true
4,"""devole""","""sholly""",9,617,"""Most""",1848,false
4,"""pliper""","""sesare""",70,752,"""Few""",1369,false
4,"""coamin""","""mucond""",96,736,"""Fewer than half""",1235,false
4,"""mecket""","""plumry""",87,545,"""Most""",1007,true
4,"""pliper""","""sesare""",85,665,"""Many""",1047,true
4,"""chevel""","""podden""",31,719,"""Most""",912,false
4,"""padnet""","""fanely""",83,536,"""Many""",1095,true
4,"""shurry""","""preser""",98,711,"""Few""",984,false
4,"""kustle""","""reshix""",98,535,"""More than half""",903,true
4,"""middor""","""drooty""",82,960,"""Fewer than half""",1106,false
4,"""shamer""","""bloifs""",71,907,"""Most""",998,true
4,"""puctor""","""recure""",14,672,"""More than half""",1032,false
4,"""raster""","""movell""",38,1072,"""Most""",1015,false
4,"""zetten""","""unfobs""",26,1129,"""Fewer than half""",1200,true
4,"""umpond""","""marire""",31,1048,"""More than half""",1380,false
4,"""schook""","""jabant""",61,1015,"""Most""",1211,true
4,"""dorder""","""coggon""",46,1032,"""Fewer than half""",3113,true
4,"""padnet""","""fanely""",11,1064,"""Fewer than half""",1239,true
4,"""coamin""","""mucond""",97,1017,"""Few""",1375,false
4,"""jallem""","""sildal""",41,664,"""More than half""",1033,false
4,"""devole""","""sholly""",34,848,"""Many""",1040,false
4,"""awplor""","""fasees""",22,666,"""More than half""",992,false
4,"""puctor""","""recure""",11,657,"""Few""",983,false
4,"""coppar""","""hunene""",5,784,"""Most""",1200,false
4,"""hadder""","""ollidy""",83,4145,"""Most""",1127,true
4,"""boddle""","""molill""",11,1033,"""Most""",1241,false
4,"""menner""","""nandow""",2,561,"""Most""",1000,false
4,"""hadder""","""ollidy""",15,1448,"""Fewer than half""",1592,true
4,"""tecker""","""biller""",16,688,"""Many""",1041,false
4,"""zetten""","""unfobs""",79,1039,"""Most""",1025,true
4,"""fleeve""","""scalfs""",51,1145,"""More than half""",1552,true
4,"""cosutz""","""spover""",52,1449,"""Many""",1118,true
4,"""menner""","""nandow""",62,1777,"""Fewer than half""",1702,false
4,"""spunge""","""wenple""",59,2592,"""Most""",1003,false
4,"""pobbit""","""spippy""",73,899,"""Few""",1569,false
4,"""chadop""","""shaple""",81,784,"""Most""",1022,true
4,"""shrile""","""athoid""",62,1408,"""Most""",1350,true
4,"""spunge""","""wenple""",85,696,"""Few""",1669,false
4,"""sporer""","""firtly""",95,633,"""Many""",1212,true
4,"""pengyl""","""sedest""",70,680,"""Few""",1232,false
4,"""fleeve""","""scalfs""",76,706,"""Most""",1072,true
4,"""pirter""","""secent""",90,866,"""Few""",1535,false
4,"""monter""","""melelt""",72,3072,"""Most""",1239,true
4,"""beckel""","""racual""",68,3264,"""Fewer than half""",2186,false
4,"""shrile""","""athoid""",6,863,"""Many""",1369,false
4,"""puggle""","""entand""",98,4039,"""Fewer than half""",1650,false
4,"""shrile""","""athoid""",20,1282,"""Fewer than half""",1935,false
4,"""zetten""","""unfobs""",41,3984,"""Few""",1760,false
4,"""monter""","""melelt""",93,927,"""Many""",2625,false
4,"""awplor""","""fasees""",20,1527,"""Fewer than half""",1343,false
4,"""tiklet""","""hullaw""",70,920,"""Many""",1209,true
4,"""ancits""","""smeath""",24,928,"""Fewer than half""",1289,true
4,"""spunge""","""wenple""",4,1336,"""Fewer than half""",1320,true
4,"""ingell""","""nalill""",76,823,"""Fewer than half""",1285,false
4,"""shurry""","""preser""",68,2727,"""More than half""",1294,true
4,"""birler""","""enciad""",46,2769,"""Few""",1857,false
4,"""puggle""","""entand""",81,1481,"""More than half""",159,true
4,"""pirter""","""secent""",36,871,"""Fewer than half""",1937,true
4,"""birler""","""enciad""",41,1097,"""Many""",1089,false
4,"""dorder""","""coggon""",25,560,"""More than half""",1064,false
4,"""werner""","""hurmer""",91,1031,"""Fewer than half""",1449,false
4,"""jallem""","""sildal""",16,1464,"""Few""",1320,false
4,"""chadop""","""shaple""",91,1849,"""Fewer than half""",1658,false
4,"""sporer""","""firtly""",4,953,"""More than half""",1374,false
4,"""strant""","""potind""",62,737,"""Many""",1121,true
4,"""mecket""","""plumry""",15,568,"""Many""",1111,false
4,"""coppar""","""hunene""",68,1160,"""Few""",1096,false
4,"""birler""","""enciad""",24,745,"""More than half""",1543,false
4,"""awplor""","""fasees""",10,752,"""Many""",1016,false
4,"""ingell""","""nalill""",57,1164,"""Few""",1101,false
4,"""jallem""","""sildal""",74,1161,"""Fewer than half""",1448,false
4,"""middor""","""drooty""",13,2160,"""Many""",1175,false
4,"""werner""","""hurmer""",98,674,"""Many""",952,true
4,"""puctor""","""recure""",89,776,"""Many""",1271,true
4,"""mecket""","""plumry""",52,912,"""More than half""",961,true
4,"""beckel""","""racual""",96,672,"""More than half""",1058,true
4,"""isbant""","""unairs""",24,623,"""Most""",1066,false
4,"""ancits""","""smeath""",99,905,"""Many""",1480,true
4,"""birler""","""enciad""",47,1576,"""Most""",1392,false
4,"""isbant""","""unairs""",22,665,"""Many""",912,false
4,"""isbant""","""unairs""",54,1768,"""Few""",1057,false
4,"""sporer""","""firtly""",21,1281,"""Fewer than half""",1435,true
4,"""pluset""","""stubad""",72,691,"""Fewer than half""",103,false
4,"""chevel""","""podden""",42,1135,"""Many""",144,false
4,"""cosutz""","""spover""",91,903,"""More than half""",1872,true
4,"""cather""","""funder""",77,696,"""Many""",1024,true
4,"""cather""","""funder""",21,501,"""More than half""",919,false
4,"""boddle""","""molill""",58,1088,"""Fewer than half""",2176,false
4,"""clidge""","""hensly""",69,751,"""More than half""",993,true
4,"""russer""","""huttle""",40,737,"""More than half""",1207,false
4,"""boddle""","""molill""",36,1914,"""Few""",1167,true
4,"""fleeve""","""scalfs""",63,1393,"""Many""",1167,false
4,"""gukbar""","""soarse""",29,1331,"""Fewer than half""",1711,true
4,"""chadop""","""shaple""",25,1208,"""Many""",1351,false
4,"""bameta""","""unzast""",29,648,"""Most""",1273,false
4,"""pirter""","""secent""",83,609,"""Many""",1071,true
4,"""beckel""","""racual""",93,785,"""Many""",1184,true
4,"""awplor""","""fasees""",54,936,"""Few""",1288,false
4,"""padnet""","""fanely""",63,1760,"""Few""",1271,false
4,"""hadder""","""ollidy""",85,1167,"""More than half""",1608,true
4,"""ancits""","""smeath""",36,1280,"""Few""",1658,false
4,"""chulks""","""vulhor""",39,5504,"""Fewer than half""",2881,true
4,"""pengyl""","""sedest""",35,3959,"""Fewer than half""",1802,true
4,"""zetten""","""unfobs""",66,7378,"""Many""",1816,false
4,"""chadop""","""shaple""",30,1152,"""Few""",1049,true
4,"""cather""","""funder""",90,687,"""Few""",880,false
4,"""puggle""","""entand""",57,854,"""Many""",966,true
4,"""russer""","""huttle""",3,938,"""Few""",1855,true
4,"""gukbar""","""soarse""",70,1816,"""More than half""",1336,true
4,"""monter""","""melelt""",53,664,"""Few""",1137,false
4,"""monter""","""melelt""",21,873,"""Fewer than half""",1743,true
4,"""isbant""","""unairs""",94,1888,"""Fewer than half""",1824,false
4,"""shamer""","""bloifs""",93,1568,"""More than half""",2066,true
4,"""werner""","""hurmer""",1,1881,"""Few""",1368,true
4,"""puggle""","""entand""",92,753,"""Most""",1055,true
4,"""raster""","""movell""",5,885,"""More than half""",1187,false
4,"""russer""","""huttle""",78,2249,"""Fewer than half""",1663,false
4,"""shurry""","""preser""",46,679,"""Many""",897,false
4,"""pengyl""","""sedest""",84,545,"""Many""",1255,true
4,"""zetten""","""unfobs""",59,1032,"""More than half""",1200,true
4,"""umpond""","""marire""",28,736,"""Most""",1064,false
4,"""pobbit""","""spippy""",4,617,"""Most""",953,false
4,"""cather""","""funder""",44,1046,"""Most""",1232,false
4,"""gukbar""","""soarse""",70,872,"""Most""",1312,true
4,"""strant""","""potind""",69,1031,"""Most""",1214,true
4,"""birler""","""enciad""",35,1417,"""Fewer than half""",1551,false
4,"""kustle""","""reshix""",90,1280,"""Most""",1232,true
4,"""boddle""","""molill""",23,977,"""More than half""",1409,false
4,"""beckel""","""racual""",93,1248,"""Most""",1539,true
4,"""sporer""","""firtly""",20,912,"""Most""",3807,false
4,"""beckel""","""racual""",9,792,"""Few""",1720,false
4,"""russer""","""huttle""",96,2065,"""Many""",2335,true
4,"""middor""","""drooty""",96,672,"""Few""",2410,false
4,"""menner""","""nandow""",58,2000,"""Many""",993,true
4,"""bemble""","""squank""",36,561,"""Most""",1054,false
4,"""menner""","""nandow""",68,735,"""Few""",1032,false
4,"""pluset""","""stubad""",16,572,"""Many""",911,false
4,"""shrile""","""athoid""",29,736,"""Few""",889,true
4,"""shurry""","""preser""",88,841,"""Most""",915,true
4,"""tiklet""","""hullaw""",74,930,"""More than half""",1047,true
4,"""ingell""","""nalill""",3,800,"""More than half""",1239,false
4,"""umpond""","""marire""",43,954,"""Many""",1199,false
4,"""sporer""","""firtly""",33,752,"""Few""",1034,false
4,"""pobbit""","""spippy""",37,760,"""More than half""",1625,false
4,"""ingell""","""nalill""",95,1000,"""Many""",1007,true
4,"""hadder""","""ollidy""",63,1015,"""Few""",1359,false
5,"""glerb""","""fizzda""",20,10519,"""All""",5389,false
5,"""thonk""","""krangly""",82,6385,"""Some""",4620,true
5,"""slarm""","""briddle""",11,3152,"""None""",5639,true
5,"""klong""","""nooty""",62,3269,"""All""",129,true
5,"""dring""","""larfy""",28,1893,"""None""",4384,false
5,"""floom""","""plerful""",92,5390,"""Some""",3117,true
5,"""blek""","""orkital""",54,1687,"""None""",3792,false
5,"""tenk""","""glurgy""",8,2524,"""All""",2180,false
5,"""shurry""","""preser""",18,4537,"""Many""",3642,false
5,"""fleeve""","""scalfs""",53,4222,"""Many""",3268,true
5,"""mecket""","""plumry""",95,3239,"""More than half""",9363,true
5,"""coppar""","""hunene""",26,2600,"""Most""",3223,false
5,"""clidge""","""hensly""",89,1925,"""More than half""",3242,true
5,"""coamin""","""mucond""",65,1603,"""More than half""",2616,true
5,"""sporer""","""firtly""",84,1917,"""Many""",4184,true
5,"""chevel""","""podden""",24,1541,"""Most""",2071,false
5,"""jallem""","""sildal""",10,887,"""Most""",2653,false
5,"""isbant""","""unairs""",32,1157,"""Most""",2127,false
5,"""schook""","""jabant""",4,7635,"""Fewer than half""",4539,true
5,"""shurry""","""preser""",82,1344,"""Most""",233,true
5,"""kustle""","""reshix""",90,2802,"""More than half""",2494,true
5,"""boddle""","""molill""",32,6239,"""Few""",1846,true
5,"""pluset""","""stubad""",57,2236,"""Few""",3620,false
5,"""middor""","""drooty""",10,1295,"""Few""",1093,true
5,"""spunge""","""wenple""",52,1009,"""Few""",1278,false
5,"""shamer""","""bloifs""",32,1428,"""Fewer than half""",2541,true
5,"""padnet""","""fanely""",37,803,"""More than half""",2283,false
5,"""fleeve""","""scalfs""",34,11761,"""Few""",1657,true
5,"""pobbit""","""spippy""",98,1044,"""Many""",1104,true
5,"""boddle""","""molill""",89,1032,"""Many""",990,true
5,"""pengyl""","""sedest""",73,2362,"""Many""",1323,true
5,"""fleeve""","""scalfs""",74,1413,"""More than half""",1579,true
5,"""shamer""","""bloifs""",97,1516,"""Most""",1214,true
5,"""puctor""","""recure""",21,1407,"""Fewer than half""",4920,true
5,"""shurry""","""preser""",87,985,"""Few""",1525,false
5,"""zetten""","""unfobs""",64,3399,"""Most""",1656,false
5,"""cather""","""funder""",94,1334,"""Fewer than half""",1608,false
5,"""umpond""","""marire""",7,979,"""Most""",1230,false
5,"""pliper""","""sesare""",20,753,"""More than half""",1181,false
5,"""shrile""","""athoid""",97,4370,"""More than half""",1036,true
5,"""puggle""","""entand""",55,1493,"""More than half""",1539,true
5,"""pluset""","""stubad""",16,616,"""Most""",1184,false
5,"""zetten""","""unfobs""",77,905,"""More than half""",1302,true
5,"""tiklet""","""hullaw""",57,1001,"""More than half""",1150,true
5,"""werner""","""hurmer""",92,1042,"""More than half""",1102,true
5,"""mecket""","""plumry""",98,984,"""Fewer than half""",4400,false
5,"""sporer""","""firtly""",18,1498,"""More than half""",1571,false
5,"""pengyl""","""sedest""",42,1142,"""Fewer than half""",2160,true
5,"""strant""","""potind""",52,1023,"""Most""",1344,false
5,"""coppar""","""hunene""",39,1063,"""Fewer than half""",1644,true
5,"""kustle""","""reshix""",3,1046,"""Few""",1771,true
5,"""pobbit""","""spippy""",87,738,"""Few""",984,false
5,"""tiklet""","""hullaw""",77,740,"""Fewer than half""",1474,false
5,"""isbant""","""unairs""",3,787,"""Many""",1085,false
5,"""dorder""","""coggon""",56,887,"""Few""",2170,false
5,"""strant""","""potind""",49,1238,"""Fewer than half""",1830,true
5,"""pirter""","""secent""",20,1389,"""Fewer than half""",1297,true
5,"""raster""","""movell""",33,897,"""Fewer than half""",1780,true
5,"""zetten""","""unfobs""",92,1316,"""Many""",1474,true
5,"""middor""","""drooty""",85,660,"""Fewer than half""",1852,false
5,"""menner""","""nandow""",41,1587,"""Few""",1938,false
5,"""isbant""","""unairs""",33,733,"""Fewer than half""",1688,true
5,"""gukbar""","""soarse""",71,671,"""More than half""",1076,false
5,"""middor""","""drooty""",57,1049,"""Most""",1601,false
5,"""strant""","""potind""",70,725,"""Many""",1529,true
5,"""puggle""","""entand""",26,627,"""Many""",1170,false
5,"""awplor""","""fasees""",38,713,"""Most""",2276,false
5,"""gukbar""","""soarse""",85,572,"""Most""",1383,true
5,"""devole""","""sholly""",7,685,"""More than half""",1438,false
5,"""raster""","""movell""",23,987,"""Few""",1879,true
5,"""kustle""","""reshix""",21,649,"""Fewer than half""",1451,true
5,"""ancits""","""smeath""",49,1077,"""Few""",1760,false
5,"""devole""","""sholly""",32,632,"""Fewer than half""",1575,true
5,"""shrile""","""athoid""",88,560,"""Most""",2148,true
5,"""monter""","""melelt""",82,848,"""Fewer than half""",3403,false
5,"""isbant""","""unairs""",28,728,"""Few""",838,true
5,"""padnet""","""fanely""",30,1596,"""Most""",994,false
5,"""coppar""","""hunene""",15,912,"""Few""",1137,true
5,"""pirter""","""secent""",36,1251,"""Most""",942,false
5,"""birler""","""enciad""",16,673,"""More than half""",1576,false
5,"""spunge""","""wenple""",71,754,"""Most""",1059,true
