workerid,color,proportion,read_and_decide_time,quant,read_time_one,response,side
7,"""yellow""","""b8_y7""",4607,"""Most""",408,false,0
7,"""blue""","""b18_y27""",2024,"""Many""",432,false,7
7,"""blue""","""b18_y15""",2416,"""Most""",391,true,8
7,"""blue""","""b6_y5""",1854,"""Few""",368,false,5
7,"""yellow""","""b14_y16""",3831,"""Many""",392,true,7
7,"""blue""","""b20_y24""",2881,"""More than half""",383,true,1
7,"""yellow""","""b18_y24""",1983,"""Many""",400,true,3
7,"""blue""","""b8_y6""",2480,"""Many""",383,true,7
7,"""yellow""","""b8_y9""",1631,"""Few""",495,false,4
7,"""blue""","""b5_y6""",4992,"""More""",567,false,0
7,"""yellow""","""b12_y18""",3337,"""Fewer than half""",525,false,0
7,"""yellow""","""b5_y10""",1570,"""Many""",393,true,4
7,"""blue""","""b6_y9""",2824,"""Few""",424,false,8
7,"""yellow""","""b16_y14""",1696,"""Most""",383,false,4
7,"""yellow""","""b15_y18""",3256,"""More than half""",425,true,7
7,"""yellow""","""b24_y21""",5120,"""Fewer than half""",472,false,9
7,"""yellow""","""b10_y20""",2153,"""More""",430,true,0
7,"""yellow""","""b9_y6""",1600,"""Many""",441,false,0
7,"""blue""","""b14_y16""",2642,"""Fewer than half""",454,false,9
7,"""blue""","""b8_y6""",1850,"""Many""",425,true,2
7,"""yellow""","""b10_y5""",1072,"""More""",935,false,5
7,"""yellow""","""b18_y24""",1463,"""Many""",462,true,4
7,"""blue""","""b18_y16""",1385,"""More""",424,true,4
7,"""yellow""","""b8_y7""",3384,"""Many""",424,false,7
7,"""yellow""","""b18_y27""",1999,"""Most""",432,true,1
7,"""yellow""","""b21_y24""",3714,"""Many""",384,false,4
7,"""yellow""","""b24_y27""",3672,"""Most""",398,false,3
7,"""blue""","""b12_y16""",5665,"""More""",352,false,1
7,"""blue""","""b8_y6""",2192,"""Fewer than half""",490,false,3
7,"""blue""","""b27_y24""",1848,"""More""",464,true,7
7,"""yellow""","""b18_y15""",7992,"""More than half""",433,false,8
7,"""blue""","""b8_y9""",2800,"""More than half""",319,false,0
7,"""blue""","""b18_y15""",1450,"""More""",439,true,0
7,"""blue""","""b8_y9""",1911,"""Few""",383,false,9
7,"""yellow""","""b27_y24""",1567,"""More than half""",376,false,9
7,"""blue""","""b12_y18""",2640,"""Fewer than half""",376,true,5
7,"""blue""","""b18_y12""",2272,"""Most""",416,true,2
7,"""yellow""","""b6_y8""",2750,"""More than half""",413,false,5
7,"""yellow""","""b18_y27""",2735,"""Few""",289,false,2
7,"""blue""","""b27_y18""",1073,"""Most""",392,true,8
7,"""blue""","""b24_y27""",3304,"""Many""",359,false,3
7,"""yellow""","""b27_y24""",2424,"""Fewer than half""",375,true,5
7,"""blue""","""b9_y6""",4111,"""Most""",384,true,4
7,"""yellow""","""b30_y15""",1584,"""Few""",465,true,1
7,"""yellow""","""b5_y10""",1161,"""Few""",359,false,7
7,"""yellow""","""b24_y18""",2142,"""More""",440,false,2
7,"""yellow""","""b8_y6""",2015,"""Most""",401,false,4
7,"""yellow""","""b8_y7""",5768,"""Fewer than half""",409,true,6
7,"""blue""","""b7_y8""",5407,"""More than half""",559,false,0
7,"""blue""","""b14_y16""",4114,"""Most""",670,true,5
7,"""blue""","""b12_y18""",1280,"""More""",384,false,2
7,"""blue""","""b18_y15""",1578,"""Few""",374,false,5
7,"""yellow""","""b12_y18""",1232,"""More""",456,true,5
7,"""yellow""","""b27_y24""",2502,"""More than half""",431,false,1
7,"""yellow""","""b12_y18""",1801,"""Fewer than half""",335,false,0
7,"""yellow""","""b6_y5""",3712,"""Most""",415,false,1
7,"""yellow""","""b15_y30""",1312,"""Few""",360,false,5
7,"""blue""","""b12_y16""",1936,"""Few""",369,true,4
7,"""blue""","""b6_y5""",4232,"""Many""",473,true,0
7,"""yellow""","""b10_y20""",1864,"""More""",488,true,3
7,"""yellow""","""b6_y5""",5096,"""Few""",456,false,6
7,"""yellow""","""b20_y10""",1640,"""Many""",400,false,4
7,"""blue""","""b20_y10""",1290,"""Fewer than half""",479,false,7
7,"""blue""","""b20_y10""",1289,"""Fewer than half""",408,false,0
7,"""yellow""","""b16_y12""",3593,"""Fewer than half""",488,true,5
7,"""blue""","""b10_y5""",1792,"""More""",473,true,5
7,"""blue""","""b5_y10""",976,"""Many""",426,false,1
7,"""yellow""","""b12_y18""",1737,"""Many""",417,true,8
7,"""yellow""","""b20_y10""",1362,"""Few""",374,true,4
7,"""yellow""","""b27_y24""",1376,"""More""",448,false,6
7,"""yellow""","""b15_y18""",1776,"""Fewer than half""",472,false,1
7,"""yellow""","""b16_y18""",3031,"""Many""",424,false,0
7,"""yellow""","""b21_y24""",1770,"""More""",423,true,0
7,"""yellow""","""b8_y6""",1561,"""More""",392,false,3
7,"""yellow""","""b7_y8""",6241,"""Few""",391,false,8
7,"""yellow""","""b18_y12""",1824,"""More""",464,false,1
7,"""blue""","""b8_y7""",1646,"""Few""",623,false,2
7,"""yellow""","""b27_y18""",4529,"""More""",400,false,6
7,"""yellow""","""b20_y10""",1128,"""Most""",424,false,7
7,"""yellow""","""b8_y7""",4712,"""Fewer than half""",472,true,0
7,"""blue""","""b10_y5""",1534,"""Fewer than half""",416,false,4
7,"""yellow""","""b18_y16""",3040,"""More than half""",482,false,2
7,"""yellow""","""b8_y9""",1858,"""More""",624,true,8
7,"""yellow""","""b24_y27""",4048,"""Fewer than half""",512,false,1
7,"""yellow""","""b5_y6""",4313,"""More than half""",459,true,3
7,"""blue""","""b24_y27""",10049,"""More""",471,false,1
7,"""blue""","""b10_y20""",2225,"""More than half""",462,false,1
8,"""blue""","""b7_y8""",2305,"""All""",1480,false,9
8,"""yellow""","""b24_y20""",1304,"""Some""",1903,true,9
8,"""blue""","""b12_y16""",928,"""None""",1153,false,8
8,"""yellow""","""b18_y16""",7712,"""An even number""",1961,true,8
8,"""blue""","""b15_y30""",2921,"""At least ten""",2415,true,9
8,"""yellow""","""b6_y9""",904,"""Some""",1272,true,8
8,"""blue""","""b8_y7""",1873,"""More than half""",626,true,8
8,"""yellow""","""b20_y10""",960,"""Few""",1200,false,7
8,"""yellow""","""b18_y12""",1376,"""More""",1457,false,5
8,"""blue""","""b18_y15""",1616,"""More""",1041,true,8
8,"""yellow""","""b6_y5""",5113,"""More than half""",1463,false,0
8,"""yellow""","""b16_y14""",2008,"""Most""",920,false,3
8,"""yellow""","""b12_y16""",1056,"""More""",1128,true,6
8,"""blue""","""b16_y18""",1929,"""Fewer than half""",1384,false,8
8,"""yellow""","""b8_y7""",2927,"""Few""",2119,false,1
8,"""blue""","""b16_y14""",1399,"""More""",1104,false,6
8,"""yellow""","""b18_y27""",1168,"""Many""",641,true,1
8,"""blue""","""b6_y5""",2295,"""Few""",832,false,7
8,"""yellow""","""b27_y24""",3159,"""Most""",863,false,3
8,"""yellow""","""b21_y24""",1049,"""Few""",799,false,9
8,"""yellow""","""b6_y9""",984,"""More than half""",1008,true,8
8,"""blue""","""b6_y8""",1016,"""Fewer than half""",904,true,0
8,"""blue""","""b15_y18""",2575,"""Most""",759,false,0
8,"""yellow""","""b24_y21""",1944,"""More than half""",927,true,4
8,"""yellow""","""b27_y24""",2409,"""Most""",823,false,8
8,"""yellow""","""b8_y6""",1472,"""More""",1280,false,1
8,"""blue""","""b24_y20""",1320,"""More""",936,false,4
8,"""blue""","""b16_y14""",1103,"""More""",1024,true,1
8,"""blue""","""b27_y18""",2977,"""Most""",919,true,1
8,"""yellow""","""b14_y16""",1431,"""Most""",776,true,6
8,"""yellow""","""b20_y10""",1472,"""Most""",720,false,4
8,"""yellow""","""b24_y27""",1752,"""More""",928,false,5
8,"""yellow""","""b8_y9""",1447,"""Most""",800,false,1
8,"""yellow""","""b10_y5""",2857,"""More than half""",992,false,1
8,"""yellow""","""b15_y30""",816,"""Many""",816,true,6
8,"""yellow""","""b24_y20""",505,"""Many""",736,true,0
8,"""yellow""","""b10_y20""",1360,"""Fewer than half""",919,false,2
8,"""blue""","""b10_y5""",1255,"""Fewer than half""",1544,false,2
8,"""yellow""","""b14_y16""",2136,"""More""",1016,false,7
8,"""blue""","""b6_y8""",1855,"""Fewer than half""",832,true,7
8,"""blue""","""b18_y16""",968,"""Few""",967,false,6
8,"""yellow""","""b8_y9""",1503,"""Most""",744,true,8
8,"""blue""","""b24_y18""",2744,"""Most""",840,true,0
8,"""blue""","""b5_y6""",1383,"""More""",1152,false,1
8,"""blue""","""b10_y5""",1537,"""More than half""",1185,true,2
8,"""yellow""","""b27_y24""",969,"""More""",1161,true,2
8,"""blue""","""b16_y14""",2463,"""More""",879,true,7
8,"""blue""","""b20_y10""",1216,"""More than half""",1360,true,3
8,"""blue""","""b20_y10""",759,"""Few""",864,false,9
8,"""blue""","""b16_y14""",1033,"""More""",960,true,7
8,"""yellow""","""b24_y27""",1281,"""Few""",912,false,5
8,"""yellow""","""b20_y10""",1616,"""Fewer than half""",776,false,0
8,"""yellow""","""b18_y24""",935,"""More""",967,true,4
8,"""yellow""","""b18_y12""",1656,"""More""",1166,false,9
8,"""yellow""","""b8_y6""",2648,"""Fewer than half""",631,true,1
8,"""yellow""","""b27_y18""",1336,"""More""",855,false,8
8,"""yellow""","""b16_y18""",704,"""Few""",728,false,4
8,"""blue""","""b8_y9""",776,"""Most""",576,false,8
8,"""yellow""","""b21_y24""",1952,"""Fewer than half""",616,false,1
8,"""blue""","""b9_y6""",1439,"""Few""",943,false,8
8,"""blue""","""b9_y6""",1512,"""More""",752,true,0
8,"""yellow""","""b24_y27""",1034,"""Most""",624,true,5
8,"""yellow""","""b5_y6""",1152,"""Most""",1224,true,8
8,"""blue""","""b18_y16""",1095,"""Many""",575,true,4
8,"""yellow""","""b6_y8""",873,"""More""",1216,true,8
8,"""blue""","""b18_y16""",2496,"""More than half""",681,false,2
8,"""blue""","""b5_y6""",1087,"""Most""",639,false,0
8,"""yellow""","""b10_y20""",3032,"""Few""",672,false,7
8,"""blue""","""b18_y27""",1056,"""More than half""",552,true,7
8,"""blue""","""b6_y8""",1560,"""Fewer than half""",816,true,2
8,"""yellow""","""b18_y16""",1792,"""More""",664,true,2
8,"""blue""","""b21_y24""",1152,"""Many""",759,true,9
8,"""yellow""","""b9_y8""",1185,"""Fewer than half""",817,true,5
8,"""blue""","""b24_y27""",1400,"""Most""",719,false,3
8,"""yellow""","""b8_y9""",776,"""Few""",559,false,1
8,"""blue""","""b8_y7""",1233,"""Fewer than half""",727,false,8
8,"""yellow""","""b24_y18""",569,"""Many""",671,true,5
8,"""blue""","""b18_y16""",576,"""Many""",785,true,2
8,"""yellow""","""b10_y20""",689,"""Most""",880,true,6
8,"""blue""","""b18_y27""",1385,"""Most""",648,false,0
8,"""yellow""","""b12_y18""",1513,"""Fewer than half""",984,true,9
8,"""blue""","""b8_y7""",2776,"""More""",768,false,5
8,"""yellow""","""b8_y6""",1888,"""Fewer than half""",775,true,2
8,"""blue""","""b24_y21""",1753,"""Fewer than half""",615,false,6
8,"""blue""","""b14_y16""",1688,"""Few""",759,false,4
8,"""yellow""","""b18_y24""",1304,"""Fewer than half""",649,false,8
8,"""yellow""","""b18_y15""",505,"""Fewer than half""",632,false,0
8,"""yellow""","""b8_y9""",768,"""Most""",735,true,9
8,"""yellow""","""b9_y8""",1559,"""Most""",657,false,7
8,"""blue""","""b15_y30""",815,"""More than half""",519,true,5
8,"""blue""","""b7_y8""",1559,"""Few""",808,false,5
8,"""yellow""","""b18_y15""",1544,"""Fewer than half""",735,false,5
8,"""yellow""","""b12_y16""",1000,"""Few""",472,true,7
8,"""blue""","""b8_y7""",1679,"""More than half""",640,true,6
8,"""yellow""","""b24_y18""",1120,"""More""",89,true,2
8,"""blue""","""b27_y24""",3673,"""More than half""",767,true,8
8,"""yellow""","""b18_y12""",2200,"""Few""",615,false,7
8,"""blue""","""b6_y5""",800,"""Few""",592,false,4
8,"""blue""","""b20_y24""",1768,"""More""",824,false,9
8,"""blue""","""b16_y12""",1145,"""More than half""",593,true,0
8,"""yellow""","""b18_y27""",864,"""More than half""",785,true,1
8,"""yellow""","""b30_y15""",959,"""Most""",625,false,9
8,"""yellow""","""b5_y6""",879,"""Many""",544,true,2
8,"""blue""","""b9_y8""",1120,"""Fewer than half""",753,false,9
8,"""blue""","""b12_y18""",1184,"""More""",744,false,0
8,"""yellow""","""b16_y14""",576,"""Many""",600,true,4
8,"""blue""","""b24_y27""",712,"""Few""",520,false,8
8,"""blue""","""b7_y8""",784,"""Few""",664,false,5
8,"""yellow""","""b6_y9""",720,"""Many""",143,true,3
8,"""blue""","""b6_y5""",1551,"""More than half""",600,true,7
8,"""blue""","""b7_y8""",1089,"""Most""",504,false,1
8,"""blue""","""b5_y6""",1504,"""Few""",480,false,6
8,"""blue""","""b18_y12""",968,"""Most""",455,true,7
8,"""yellow""","""b14_y16""",1248,"""Most""",528,true,2
8,"""yellow""","""b10_y5""",824,"""Few""",544,false,4
8,"""yellow""","""b27_y24""",1209,"""More""",775,false,7
8,"""blue""","""b18_y27""",799,"""Many""",448,true,1
8,"""blue""","""b18_y27""",1201,"""More than half""",496,false,1
8,"""blue""","""b7_y8""",1104,"""Many""",479,true,8
8,"""yellow""","""b24_y18""",1423,"""Fewer than half""",704,false,7
8,"""yellow""","""b18_y16""",1159,"""Few""",567,false,2
8,"""yellow""","""b7_y8""",1720,"""Fewer than half""",736,false,7
8,"""blue""","""b5_y10""",1808,"""Few""",567,true,1
8,"""yellow""","""b18_y16""",872,"""Few""",408,false,2
8,"""blue""","""b15_y18""",840,"""Many""",384,true,3
8,"""yellow""","""b8_y6""",2008,"""Fewer than half""",176,false,9
8,"""blue""","""b18_y15""",2528,"""More""",640,true,4
8,"""yellow""","""b15_y30""",816,"""Most""",561,true,9
8,"""blue""","""b27_y18""",537,"""Many""",537,true,3
8,"""yellow""","""b30_y15""",1678,"""Most""",856,false,3
8,"""blue""","""b30_y15""",705,"""Few""",656,false,3
8,"""blue""","""b24_y20""",2049,"""Most""",664,true,2
8,"""yellow""","""b12_y16""",1544,"""Most""",391,true,9
8,"""yellow""","""b6_y9""",1432,"""Most""",561,true,4
8,"""blue""","""b10_y20""",1128,"""Many""",752,true,3
8,"""yellow""","""b10_y20""",639,"""Few""",648,false,7
8,"""yellow""","""b9_y8""",1137,"""Fewer than half""",687,false,1
8,"""blue""","""b8_y6""",1375,"""More than half""",720,true,0
8,"""blue""","""b16_y14""",1520,"""Fewer than half""",576,false,2
8,"""blue""","""b20_y24""",896,"""More""",1041,false,6
8,"""blue""","""b18_y12""",536,"""Many""",560,true,6
8,"""blue""","""b16_y12""",1113,"""More""",871,true,2
8,"""yellow""","""b18_y15""",1048,"""Many""",664,true,4
8,"""yellow""","""b16_y12""",1543,"""More than half""",632,false,1
8,"""yellow""","""b24_y20""",1712,"""Many""",680,true,0
8,"""yellow""","""b9_y8""",3105,"""More than half""",887,true,5
8,"""blue""","""b30_y15""",1015,"""Many""",183,true,6
8,"""blue""","""b18_y24""",1161,"""More than half""",688,false,9
8,"""blue""","""b15_y18""",865,"""More than half""",688,true,3
8,"""blue""","""b24_y20""",616,"""Few""",823,false,8
8,"""yellow""","""b5_y6""",1799,"""Fewer than half""",920,false,4
8,"""blue""","""b10_y5""",1713,"""More""",976,true,3
8,"""yellow""","""b24_y21""",488,"""Many""",591,true,3
8,"""yellow""","""b24_y20""",10121,"""Most""",945,true,9
8,"""yellow""","""b21_y24""",1439,"""Few""",687,false,9
8,"""blue""","""b12_y16""",936,"""Most""",672,false,1
8,"""blue""","""b9_y8""",504,"""Few""",655,false,8
8,"""blue""","""b12_y16""",1280,"""Fewer than half""",896,true,8
8,"""yellow""","""b16_y14""",1055,"""Many""",583,true,6
8,"""yellow""","""b21_y24""",816,"""Fewer than half""",727,false,2
8,"""yellow""","""b9_y8""",1287,"""Most""",647,true,4
8,"""blue""","""b20_y24""",1608,"""More than half""",521,false,9
8,"""yellow""","""b21_y24""",2136,"""Fewer than half""",777,false,2
8,"""yellow""","""b24_y21""",5008,"""More""",896,true,1
8,"""blue""","""b7_y8""",768,"""More""",984,false,5
8,"""yellow""","""b16_y18""",713,"""Few""",640,false,2
8,"""yellow""","""b20_y10""",752,"""More than half""",728,false,7
8,"""yellow""","""b7_y8""",1017,"""Most""",576,true,8
8,"""yellow""","""b8_y9""",544,"""Many""",625,true,1
8,"""blue""","""b30_y15""",231,"""Many""",617,true,1
8,"""blue""","""b18_y16""",1032,"""Fewer than half""",1695,false,9
8,"""blue""","""b18_y15""",584,"""Few""",752,false,8
8,"""yellow""","""b16_y14""",729,"""Many""",664,true,7
8,"""blue""","""b18_y16""",1607,"""Most""",752,true,0
8,"""blue""","""b10_y20""",1896,"""More""",575,false,1
8,"""yellow""","""b12_y16""",937,"""More""",902,true,2
8,"""blue""","""b16_y18""",3168,"""Many""",496,false,3
8,"""yellow""","""b5_y10""",5696,"""More""",832,false,4
8,"""blue""","""b6_y8""",944,"""Many""",719,false,2
8,"""blue""","""b6_y8""",720,"""Few""",536,false,2
8,"""blue""","""b20_y24""",698,"""Few""",703,false,5
8,"""yellow""","""b30_y15""",1487,"""More than half""",735,false,7
8,"""blue""","""b6_y8""",953,"""Fewer than half""",624,false,4
8,"""blue""","""b12_y16""",2176,"""Few""",488,false,8
8,"""yellow""","""b16_y12""",1672,"""Fewer than half""",616,true,2
8,"""yellow""","""b16_y12""",777,"""Few""",344,true,9
8,"""blue""","""b15_y18""",808,"""More than half""",576,true,1
8,"""yellow""","""b5_y6""",912,"""More than half""",617,true,5
8,"""yellow""","""b12_y16""",879,"""Many""",193,true,9
8,"""blue""","""b27_y24""",1176,"""Most""",584,false,2
8,"""yellow""","""b21_y24""",952,"""Fewer than half""",552,true,1
8,"""yellow""","""b24_y18""",800,"""More""",336,true,3
8,"""blue""","""b12_y16""",895,"""Many""",993,false,1
8,"""yellow""","""b12_y16""",1647,"""More""",1407,true,7
8,"""yellow""","""b16_y12""",791,"""Few""",807,false,1
8,"""blue""","""b15_y30""",3801,"""More""",815,false,8
8,"""yellow""","""b21_y24""",1009,"""More""",1016,true,6
8,"""blue""","""b20_y10""",951,"""Fewer than half""",1072,false,9
8,"""blue""","""b30_y15""",847,"""Many""",551,true,2
8,"""yellow""","""b15_y18""",832,"""Few""",536,false,6
8,"""yellow""","""b5_y10""",977,"""More than half""",728,true,6
8,"""yellow""","""b15_y30""",784,"""More than half""",712,true,9
8,"""yellow""","""b5_y6""",1895,"""More than half""",383,true,7
8,"""blue""","""b20_y24""",1480,"""More""",1240,false,9
8,"""blue""","""b16_y18""",1639,"""More than half""",639,true,4
8,"""blue""","""b18_y16""",1633,"""More""",656,false,8
8,"""yellow""","""b10_y20""",1271,"""Fewer than half""",984,false,3
8,"""yellow""","""b18_y27""",543,"""Many""",711,true,4
8,"""yellow""","""b5_y6""",1023,"""More than half""",888,true,1
8,"""yellow""","""b8_y6""",759,"""Few""",656,false,5
8,"""yellow""","""b14_y16""",2752,"""More than half""",911,true,6
8,"""blue""","""b8_y9""",1408,"""More""",297,false,0
8,"""blue""","""b8_y9""",536,"""Few""",633,false,8
8,"""blue""","""b16_y18""",1352,"""More""",1800,true,5
8,"""yellow""","""b24_y18""",1927,"""More than half""",921,false,1
8,"""blue""","""b24_y27""",560,"""Many""",863,true,9
8,"""yellow""","""b24_y18""",1673,"""Most""",848,false,7
8,"""yellow""","""b15_y30""",929,"""More than half""",689,true,7
8,"""blue""","""b18_y16""",1249,"""Fewer than half""",864,false,7
8,"""yellow""","""b10_y5""",1497,"""More than half""",649,false,7
8,"""blue""","""b12_y18""",1175,"""Fewer than half""",2712,true,1
8,"""blue""","""b18_y15""",1537,"""Few""",383,false,8
8,"""yellow""","""b27_y18""",1488,"""Many""",809,true,2
8,"""yellow""","""b9_y8""",1591,"""Most""",832,true,4
8,"""blue""","""b18_y27""",1073,"""Many""",688,false,7
8,"""yellow""","""b24_y18""",1272,"""More than half""",937,true,7
8,"""blue""","""b18_y12""",1432,"""Most""",632,true,0
8,"""yellow""","""b18_y27""",680,"""Many""",808,true,4
8,"""yellow""","""b24_y21""",1224,"""More than half""",1176,true,1
8,"""yellow""","""b16_y12""",888,"""Fewer than half""",976,false,5
8,"""yellow""","""b8_y9""",1168,"""More""",1064,false,3
8,"""yellow""","""b8_y9""",816,"""More than half""",1087,true,6
8,"""blue""","""b18_y15""",745,"""More than half""",960,true,8
8,"""yellow""","""b20_y10""",3176,"""Few""",536,true,5
8,"""yellow""","""b18_y24""",1417,"""More""",896,false,7
8,"""blue""","""b12_y16""",3760,"""Most""",920,false,5
8,"""blue""","""b16_y12""",968,"""More""",969,true,6
8,"""blue""","""b7_y8""",1144,"""Most""",783,false,9
8,"""yellow""","""b18_y27""",687,"""More than half""",815,true,2
8,"""yellow""","""b16_y12""",1416,"""Fewer than half""",871,false,7
8,"""yellow""","""b8_y9""",1072,"""Fewer than half""",1760,false,0
8,"""yellow""","""b10_y20""",391,"""Many""",785,true,4
8,"""blue""","""b9_y8""",2344,"""Fewer than half""",857,false,7
8,"""blue""","""b6_y8""",1545,"""Fewer than half""",711,false,5
8,"""yellow""","""b18_y15""",1048,"""More than half""",728,false,7
8,"""yellow""","""b20_y24""",1039,"""More""",752,true,0
8,"""yellow""","""b27_y24""",1328,"""Most""",2608,true,2
8,"""blue""","""b24_y20""",248,"""Many""",1153,true,3
8,"""blue""","""b16_y14""",937,"""Most""",736,true,5
8,"""yellow""","""b6_y9""",392,"""Many""",1456,true,3
8,"""blue""","""b9_y8""",720,"""Most""",728,true,9
8,"""blue""","""b8_y9""",4527,"""More than half""",968,true,6
8,"""yellow""","""b5_y10""",887,"""Few""",633,false,0
8,"""yellow""","""b10_y5""",616,"""Few""",641,false,8
8,"""blue""","""b18_y16""",1559,"""Fewer than half""",1551,false,8
8,"""yellow""","""b15_y18""",841,"""Most""",975,true,2
8,"""blue""","""b18_y27""",1672,"""Few""",711,false,8
8,"""yellow""","""b12_y18""",976,"""Many""",575,true,3
8,"""blue""","""b24_y27""",2025,"""Most""",705,true,7
8,"""yellow""","""b8_y7""",2057,"""More than half""",1225,true,9
8,"""blue""","""b8_y6""",1928,"""More than half""",560,true,4
8,"""blue""","""b24_y27""",3072,"""Fewer than half""",1039,true,0
8,"""yellow""","""b8_y7""",1456,"""More""",528,false,5
8,"""yellow""","""b30_y15""",705,"""Few""",768,false,7
8,"""blue""","""b18_y15""",520,"""Few""",759,false,2
8,"""yellow""","""b10_y20""",1000,"""Fewer than half""",1096,false,2
8,"""yellow""","""b18_y15""",1248,"""More""",735,true,6
8,"""blue""","""b8_y7""",1313,"""Fewer than half""",632,false,7
8,"""yellow""","""b15_y30""",912,"""Fewer than half""",631,false,2
8,"""blue""","""b27_y24""",249,"""Many""",704,true,0
8,"""yellow""","""b12_y16""",1842,"""More""",1288,false,7
8,"""blue""","""b8_y9""",920,"""More""",680,true,4
8,"""blue""","""b16_y18""",1968,"""Fewer than half""",687,false,9
8,"""blue""","""b18_y24""",784,"""Few""",544,false,2
8,"""blue""","""b14_y16""",1079,"""More than half""",704,true,8
8,"""blue""","""b8_y7""",265,"""Many""",713,true,7
8,"""yellow""","""b18_y16""",1321,"""Fewer than half""",1984,false,8
8,"""blue""","""b21_y24""",1303,"""More than half""",760,false,4
8,"""yellow""","""b18_y24""",744,"""Few""",656,false,3
8,"""blue""","""b27_y18""",272,"""Many""",808,true,9
8,"""blue""","""b6_y8""",697,"""Few""",752,false,5
8,"""yellow""","""b6_y8""",456,"""Many""",800,true,8
8,"""yellow""","""b18_y16""",1600,"""Most""",751,true,7
8,"""yellow""","""b15_y30""",1201,"""Many""",608,true,4
8,"""yellow""","""b5_y6""",1360,"""More than half""",807,true,6
8,"""blue""","""b24_y21""",887,"""Few""",752,false,4
8,"""blue""","""b24_y21""",408,"""Many""",664,true,8
8,"""blue""","""b8_y7""",1391,"""Most""",775,true,6
8,"""blue""","""b18_y24""",1264,"""More than half""",744,true,6
8,"""yellow""","""b10_y5""",497,"""Many""",608,true,4
8,"""blue""","""b9_y6""",432,"""Many""",896,true,3
8,"""yellow""","""b24_y21""",297,"""Many""",1567,true,3
8,"""blue""","""b18_y15""",737,"""More than half""",1201,true,4
8,"""blue""","""b14_y16""",680,"""Fewer than half""",737,false,8
8,"""yellow""","""b8_y9""",952,"""More than half""",889,false,2
8,"""blue""","""b30_y15""",1833,"""Most""",751,true,1
8,"""blue""","""b20_y24""",1200,"""Many""",721,true,9
8,"""blue""","""b8_y6""",488,"""Few""",711,false,1
8,"""blue""","""b21_y24""",976,"""More""",1247,false,6
8,"""blue""","""b21_y24""",873,"""Most""",688,true,9
8,"""blue""","""b10_y5""",705,"""Most""",688,true,8
8,"""blue""","""b27_y18""",848,"""More than half""",825,true,4
8,"""blue""","""b5_y6""",928,"""More than half""",721,true,6
8,"""blue""","""b8_y7""",1952,"""Fewer than half""",1255,false,9
8,"""blue""","""b15_y18""",1327,"""Most""",592,false,2
8,"""blue""","""b20_y24""",887,"""More""",817,true,5
8,"""blue""","""b16_y14""",703,"""Most""",560,true,2
8,"""blue""","""b9_y6""",943,"""Fewer than half""",936,false,7
8,"""yellow""","""b20_y10""",872,"""Many""",1319,true,1
8,"""yellow""","""b18_y16""",248,"""Many""",791,true,4
8,"""blue""","""b15_y18""",903,"""Most""",1336,false,5
8,"""blue""","""b8_y9""",2249,"""Fewer than half""",783,false,7
8,"""blue""","""b15_y18""",1433,"""Fewer than half""",697,false,2
8,"""blue""","""b5_y10""",401,"""Many""",592,true,4
8,"""yellow""","""b15_y18""",601,"""Few""",648,false,5
8,"""blue""","""b20_y24""",360,"""Many""",689,true,8
8,"""yellow""","""b30_y15""",744,"""Few""",1248,false,6
8,"""yellow""","""b10_y5""",832,"""More""",928,false,9
9,"""blue""","""b7_y8""",24,"""All""",73,true,9
9,"""yellow""","""b24_y20""",2352,"""Some""",655,true,9
9,"""blue""","""b12_y16""",993,"""None""",369,false,8
9,"""yellow""","""b18_y16""",2449,"""An even number""",417,true,8
9,"""blue""","""b15_y30""",1544,"""At least ten""",96,true,9
9,"""yellow""","""b6_y9""",1312,"""Some""",567,true,8
9,"""yellow""","""b24_y20""",1256,"""More""",5,false,4
9,"""blue""","""b24_y20""",1608,"""Fewer than half""",568,true,6
9,"""yellow""","""b18_y16""",984,"""More than half""",607,false,0
9,"""yellow""","""b27_y24""",1288,"""Few""",640,false,1
9,"""blue""","""b9_y6""",921,"""More""",528,true,1
9,"""blue""","""b5_y10""",1496,"""Fewer than half""",512,true,9
9,"""blue""","""b9_y6""",898,"""More than half""",567,true,2
9,"""yellow""","""b15_y30""",2704,"""More than half""",600,false,6
9,"""yellow""","""b24_y21""",1081,"""Many""",574,false,5
9,"""blue""","""b5_y10""",2352,"""Fewer than half""",440,true,4
9,"""yellow""","""b16_y14""",1664,"""More than half""",632,false,5
9,"""blue""","""b12_y18""",1319,"""More than half""",1664,true,6
9,"""blue""","""b8_y7""",904,"""Most""",656,false,9
9,"""yellow""","""b27_y18""",903,"""Few""",416,false,7
9,"""yellow""","""b5_y10""",839,"""Many""",424,true,1
9,"""yellow""","""b18_y15""",935,"""Fewer than half""",407,true,4
9,"""yellow""","""b6_y8""",1120,"""Most""",444,true,8
9,"""yellow""","""b18_y16""",1279,"""Most""",503,true,1
9,"""yellow""","""b16_y12""",783,"""Most""",504,false,3
9,"""blue""","""b21_y24""",1040,"""More than half""",439,true,1
9,"""blue""","""b24_y21""",953,"""More than half""",561,true,4
9,"""blue""","""b27_y18""",1288,"""Many""",472,true,2
9,"""blue""","""b9_y6""",1696,"""Fewer than half""",407,false,0
9,"""blue""","""b9_y6""",1088,"""Few""",384,false,6
9,"""yellow""","""b14_y16""",1040,"""More than half""",369,false,8
