workerid,A,percent_2,percent_1,B,read_and_decide_time,quant,read_time_one,response
54,"""dring""",72,28,"""larfy""",3294,"""None""",3173,false
54,"""floom""",8,92,"""plerful""",5039,"""Some""",2816,true
54,"""blek""",46,54,"""orkital""",2690,"""None""",2318,false
54,"""tenk""",97,3,"""glurgy""",3230,"""All""",1149,false
54,"""hadder""","""49""","""51""","""ollidy""",2565,"""Fewer than half""",1910,false
54,"""chadop""","""54""","""46""","""shaple""",5052,"""Few""",2711,true
54,"""chulks""","""19""","""81""","""vulhor""",14999,"""Fewer than half""",3686,false
54,"""padnet""","""31""","""69""","""fanely""",4815,"""Few""",2342,false
54,"""padnet""","""98""","""2""","""fanely""",3888,"""Fewer than half""",2255,true
54,"""fleeve""","""44""","""56""","""scalfs""",3271,"""Fewer than half""",2158,false
54,"""gukbar""","""9""","""91""","""soarse""",3815,"""More than half""",2622,true
54,"""sporer""","""54""","""46""","""firtly""",3249,"""Few""",1999,true
54,"""cosutz""","""91""","""9""","""spover""",3175,"""Few""",2958,true
54,"""pluset""","""42""","""58""","""stubad""",3441,"""Many""",2608,true
54,"""bameta""","""95""","""5""","""unzast""",3405,"""Few""",2638,true
54,"""coppar""","""57""","""43""","""hunene""",2703,"""Fewer than half""",3580,true
54,"""dorder""","""81""","""19""","""coggon""",2954,"""Fewer than half""",2358,true
54,"""pliper""","""61""","""39""","""sesare""",2414,"""Most""",1888,false
54,"""isbant""","""88""","""12""","""unairs""",2820,"""More than half""",4614,false
54,"""chevel""","""77""","""23""","""podden""",3034,"""Most""",1813,false
54,"""hadder""","""91""","""9""","""ollidy""",4008,"""Few""",1804,true
54,"""birler""","""19""","""81""","""enciad""",2338,"""Few""",1607,false
54,"""bemble""","""70""","""30""","""squank""",3513,"""More than half""",1967,false
54,"""spunge""","""91""","""9""","""wenple""",2002,"""Many""",1607,false
54,"""pluset""","""58""","""42""","""stubad""",2110,"""Most""",1542,false
54,"""menner""","""83""","""17""","""nandow""",3777,"""More than half""",2047,false
54,"""devole""","""97""","""3""","""sholly""",2248,"""Most""",1615,false
54,"""puctor""","""86""","""14""","""recure""",2640,"""Many""",1496,false
54,"""shurry""","""49""","""51""","""preser""",3535,"""Most""",1573,true
54,"""cather""","""1""","""99""","""funder""",2566,"""Many""",1590,true
54,"""tecker""","""94""","""6""","""biller""",2382,"""Many""",1494,false
54,"""birler""","""52""","""48""","""enciad""",2832,"""More than half""",1951,false
54,"""coppar""","""18""","""82""","""hunene""",3142,"""Few""",1567,false
54,"""bemble""","""88""","""12""","""squank""",2048,"""Most""",1544,false
54,"""shrile""","""30""","""70""","""athoid""",2567,"""Most""",1471,true
54,"""tecker""","""74""","""26""","""biller""",3329,"""Fewer than half""",2055,true
54,"""puctor""","""92""","""8""","""recure""",2681,"""Most""",1520,false
54,"""awplor""","""72""","""28""","""fasees""",2874,"""Many""",1864,false
54,"""pliper""","""70""","""30""","""sesare""",2807,"""Fewer than half""",3503,true
54,"""raster""","""4""","""96""","""movell""",3131,"""Many""",1853,true
54,"""hadder""","""37""","""63""","""ollidy""",2342,"""More than half""",2647,true
54,"""werner""","""5""","""95""","""hurmer""",2446,"""Fewer than half""",2597,false
54,"""hadder""","""37""","""63""","""ollidy""",2152,"""Many""",2134,true
54,"""spunge""","""26""","""74""","""wenple""",2760,"""Fewer than half""",2549,false
54,"""awplor""","""76""","""24""","""fasees""",2138,"""Most""",2646,false
54,"""raster""","""93""","""7""","""movell""",1807,"""Few""",1655,false
54,"""gukbar""","""18""","""82""","""soarse""",2732,"""Few""",1689,false
54,"""gukbar""","""26""","""74""","""soarse""",1849,"""Fewer than half""",2502,false
54,"""puggle""","""31""","""69""","""entand""",2330,"""More than half""",2279,true
54,"""cather""","""77""","""23""","""funder""",2608,"""More than half""",1839,false
54,"""raster""","""61""","""39""","""movell""",2000,"""More than half""",1702,false
54,"""birler""","""87""","""13""","""enciad""",2427,"""Fewer than half""",2542,true
54,"""shurry""","""46""","""54""","""preser""",2602,"""More than half""",2216,true
54,"""pliper""","""67""","""33""","""sesare""",3176,"""Few""",1447,true
54,"""schook""","""97""","""3""","""jabant""",1936,"""Many""",1503,false
54,"""bameta""","""35""","""65""","""unzast""",3271,"""Many""",1688,true
54,"""umpond""","""64""","""36""","""marire""",3519,"""Few""",1580,true
54,"""beckel""","""3""","""97""","""racual""",2456,"""More than half""",1926,true
54,"""shrile""","""19""","""81""","""athoid""",5055,"""Fewer than half""",4338,false
54,"""boddle""","""68""","""32""","""molill""",2391,"""More than half""",1782,false
54,"""clidge""","""42""","""58""","""hensly""",2135,"""Most""",1568,true
54,"""fleeve""","""68""","""32""","""scalfs""",2319,"""Many""",1503,false
54,"""awplor""","""90""","""10""","""fasees""",5784,"""Fewer than half""",2272,true
54,"""russer""","""59""","""41""","""huttle""",2054,"""More than half""",1823,false
54,"""jallem""","""79""","""21""","""sildal""",1967,"""Many""",1509,false
54,"""kustle""","""4""","""96""","""reshix""",2313,"""Fewer than half""",2269,false
54,"""boddle""","""27""","""73""","""molill""",1495,"""Few""",1295,false
54,"""pluset""","""88""","""12""","""stubad""",2565,"""Fewer than half""",2093,true
54,"""raster""","""99""","""1""","""movell""",3278,"""Fewer than half""",1741,true
54,"""strant""","""49""","""51""","""potind""",1880,"""Most""",1351,true
54,"""mecket""","""64""","""36""","""plumry""",2264,"""Many""",1567,false
54,"""pengyl""","""33""","""67""","""sedest""",2721,"""Fewer than half""",2040,false
54,"""ancits""","""45""","""55""","""smeath""",2127,"""Most""",1607,true
54,"""bemble""","""39""","""61""","""squank""",1335,"""Few""",1319,false
54,"""tiklet""","""30""","""70""","""hullaw""",1936,"""Fewer than half""",1814,false
54,"""schook""","""33""","""67""","""jabant""",1754,"""Most""",1230,true
54,"""puctor""","""71""","""29""","""recure""",1640,"""Few""",1445,true
54,"""menner""","""68""","""32""","""nandow""",1907,"""Many""",1358,false
54,"""shamer""","""12""","""88""","""bloifs""",2983,"""Fewer than half""",1751,false
54,"""dorder""","""65""","""35""","""coggon""",2992,"""Most""",1390,false
54,"""chadop""","""35""","""65""","""shaple""",1608,"""Most""",1926,true
54,"""zetten""","""79""","""21""","""unfobs""",1559,"""Few""",1437,true
54,"""chevel""","""96""","""4""","""podden""",2167,"""Fewer than half""",1793,true
54,"""schook""","""62""","""38""","""jabant""",1799,"""Few""",1247,true
54,"""middor""","""12""","""88""","""drooty""",1470,"""Most""",1478,true
54,"""cosutz""","""9""","""91""","""spover""",2409,"""Fewer than half""",2015,false
54,"""coamin""","""32""","""68""","""mucond""",2968,"""Fewer than half""",1807,false
54,"""pobbit""","""87""","""13""","""spippy""",2785,"""Most""",1616,false
54,"""gukbar""","""18""","""82""","""soarse""",2184,"""Most""",1518,true
54,"""coamin""","""46""","""54""","""mucond""",2142,"""Most""",1330,true
54,"""fleeve""","""26""","""74""","""scalfs""",1357,"""More than half""",1585,true
54,"""shamer""","""17""","""83""","""bloifs""",2791,"""Most""",1328,true
54,"""isbant""","""79""","""21""","""unairs""",2809,"""Most""",1743,false
54,"""jallem""","""57""","""43""","""sildal""",2624,"""Fewer than half""",2560,true
54,"""tecker""","""95""","""5""","""biller""",3976,"""Few""",1117,true
54,"""jallem""","""63""","""37""","""sildal""",1872,"""Most""",1431,false
54,"""awplor""","""84""","""16""","""fasees""",2401,"""Few""",1678,true
54,"""mecket""","""23""","""77""","""plumry""",1794,"""Few""",1295,false
54,"""zetten""","""37""","""63""","""unfobs""",4614,"""Fewer than half""",1856,false
54,"""pobbit""","""44""","""56""","""spippy""",1617,"""Few""",1190,false
54,"""spunge""","""49""","""51""","""wenple""",1570,"""Few""",1414,false
54,"""russer""","""78""","""22""","""huttle""",2064,"""Fewer than half""",1895,true
54,"""russer""","""58""","""42""","""huttle""",2031,"""Few""",1277,true
54,"""sporer""","""64""","""36""","""firtly""",2249,"""More than half""",1751,false
54,"""cosutz""","""61""","""39""","""spover""",4321,"""Many""",1922,false
54,"""zetten""","""47""","""53""","""unfobs""",2893,"""More than half""",2406,true
54,"""umpond""","""56""","""44""","""marire""",1682,"""Most""",1746,false
54,"""coamin""","""55""","""45""","""mucond""",4875,"""Many""",1689,true
54,"""sporer""","""73""","""27""","""firtly""",1256,"""Many""",1325,false
54,"""middor""","""51""","""49""","""drooty""",3258,"""Few""",1657,false
54,"""monter""","""18""","""82""","""melelt""",1658,"""Fewer than half""",2055,false
54,"""kustle""","""26""","""74""","""reshix""",1856,"""More than half""",2141,true
54,"""isbant""","""42""","""58""","""unairs""",1584,"""Few""",1510,false
54,"""devole""","""41""","""59""","""sholly""",1424,"""Few""",1382,false
54,"""strant""","""4""","""96""","""potind""",2263,"""Many""",1638,true
54,"""mecket""","""24""","""76""","""plumry""",1522,"""Fewer than half""",1630,false
54,"""chulks""","""39""","""61""","""vulhor""",1945,"""Most""",1247,true
54,"""bameta""","""57""","""43""","""unzast""",1426,"""More than half""",1910,false
54,"""schook""","""41""","""59""","""jabant""",1856,"""Fewer than half""",2104,false
54,"""coppar""","""85""","""15""","""hunene""",2142,"""More than half""",1630,false
54,"""bemble""","""86""","""14""","""squank""",1729,"""Fewer than half""",1889,true
54,"""dorder""","""78""","""22""","""coggon""",1720,"""More than half""",1750,false
54,"""kustle""","""17""","""83""","""reshix""",1398,"""Few""",1351,false
54,"""middor""","""12""","""88""","""drooty""",1432,"""Fewer than half""",1512,false
54,"""devole""","""64""","""36""","""sholly""",2990,"""Fewer than half""",1272,true
54,"""cather""","""6""","""94""","""funder""",1438,"""Few""",1393,false
54,"""pobbit""","""22""","""78""","""spippy""",1494,"""Many""",1463,true
54,"""pluset""","""96""","""4""","""stubad""",1465,"""Few""",1286,true
54,"""spunge""","""26""","""74""","""wenple""",2527,"""More than half""",1720,true
54,"""puctor""","""59""","""41""","""recure""",1857,"""More than half""",1421,false
54,"""chevel""","""15""","""85""","""podden""",2493,"""Many""",1565,true
54,"""werner""","""27""","""73""","""hurmer""",1359,"""Most""",1527,true
54,"""mecket""","""40""","""60""","""plumry""",3272,"""More than half""",1278,true
54,"""menner""","""70""","""30""","""nandow""",2688,"""Most""",1838,false
54,"""bemble""","""14""","""86""","""squank""",1503,"""Many""",1357,true
54,"""pirter""","""76""","""24""","""secent""",2064,"""Fewer than half""",1205,true
54,"""chulks""","""76""","""24""","""vulhor""",2839,"""Many""",1217,false
54,"""devole""","""68""","""32""","""sholly""",1921,"""More than half""",1639,false
54,"""schook""","""46""","""54""","""jabant""",1822,"""More than half""",1623,true
54,"""ancits""","""33""","""67""","""smeath""",3138,"""Fewer than half""",1784,false
54,"""sporer""","""83""","""17""","""firtly""",1730,"""Most""",1312,false
54,"""strant""","""26""","""74""","""potind""",1307,"""More than half""",1246,true
54,"""puggle""","""33""","""67""","""entand""",3925,"""Fewer than half""",1998,false
54,"""ingell""","""53""","""47""","""nalill""",2191,"""Fewer than half""",1741,true
54,"""cosutz""","""20""","""80""","""spover""",1727,"""More than half""",1830,true
54,"""dorder""","""1""","""99""","""coggon""",1982,"""Few""",1478,false
54,"""puggle""","""69""","""31""","""entand""",4224,"""Many""",1343,false
54,"""chulks""","""41""","""59""","""vulhor""",1887,"""More than half""",1513,true
54,"""zetten""","""14""","""86""","""unfobs""",1758,"""Most""",1397,true
54,"""padnet""","""85""","""15""","""fanely""",1512,"""Most""",1359,false
54,"""coamin""","""22""","""78""","""mucond""",1343,"""More than half""",1862,true
54,"""middor""","""90""","""10""","""drooty""",2039,"""Many""",1246,false
54,"""monter""","""30""","""70""","""melelt""",1880,"""Most""",1381,true
54,"""sporer""","""90""","""10""","""firtly""",2464,"""Fewer than half""",1864,true
54,"""fleeve""","""38""","""62""","""scalfs""",1679,"""Most""",1167,true
54,"""puggle""","""21""","""79""","""entand""",3488,"""Most""",1165,true
54,"""shurry""","""80""","""20""","""preser""",1592,"""Few""",1295,true
54,"""ancits""","""16""","""84""","""smeath""",1312,"""Few""",1213,false
54,"""cather""","""91""","""9""","""funder""",2699,"""Fewer than half""",1601,true
54,"""middor""","""4""","""96""","""drooty""",1367,"""More than half""",1296,true
54,"""boddle""","""52""","""48""","""molill""",1695,"""Most""",1215,false
54,"""beckel""","""73""","""27""","""racual""",1479,"""Few""",1153,true
54,"""puctor""","""78""","""22""","""recure""",1638,"""Fewer than half""",1478,true
54,"""pluset""","""89""","""11""","""stubad""",2554,"""More than half""",1391,false
54,"""pirter""","""2""","""98""","""secent""",2088,"""Few""",1399,false
54,"""shurry""","""27""","""73""","""preser""",14701,"""Fewer than half""",134,false
54,"""beckel""","""43""","""57""","""racual""",2829,"""Most""",1942,true
54,"""fleeve""","""52""","""48""","""scalfs""",2771,"""Few""",1615,false
54,"""shamer""","""11""","""89""","""bloifs""",1640,"""Few""",1328,false
54,"""umpond""","""66""","""34""","""marire""",3719,"""Many""",1327,true
54,"""tiklet""","""6""","""94""","""hullaw""",2929,"""Most""",1392,true
54,"""pirter""","""75""","""25""","""secent""",1444,"""Most""",1134,false
54,"""spunge""","""32""","""68""","""wenple""",2654,"""Most""",1110,true
54,"""strant""","""3""","""97""","""potind""",1770,"""Fewer than half""",1189,false
54,"""russer""","""69""","""31""","""huttle""",1875,"""Most""",1086,false
54,"""tecker""","""69""","""31""","""biller""",1609,"""Most""",1109,false
54,"""pliper""","""88""","""12""","""sesare""",1537,"""More than half""",1524,false
54,"""monter""","""27""","""73""","""melelt""",2073,"""More than half""",1230,true
54,"""isbant""","""33""","""67""","""unairs""",2039,"""Many""",1214,true
54,"""pobbit""","""74""","""26""","""spippy""",1281,"""More than half""",1630,false
54,"""devole""","""30""","""70""","""sholly""",2143,"""Many""",1360,true
54,"""ingell""","""88""","""12""","""nalill""",1175,"""More than half""",1159,false
54,"""puggle""","""71""","""29""","""entand""",2554,"""Few""",1255,true
54,"""tecker""","""56""","""44""","""biller""",1528,"""More than half""",1199,false
54,"""tiklet""","""80""","""20""","""hullaw""",1463,"""Many""",1350,false
54,"""werner""","""21""","""79""","""hurmer""",1448,"""More than half""",1688,true
54,"""mecket""","""2""","""98""","""plumry""",1259,"""Most""",1293,true
54,"""menner""","""39""","""61""","""nandow""",1913,"""Few""",1357,false
54,"""tiklet""","""22""","""78""","""hullaw""",1890,"""More than half""",1654,true
54,"""hadder""","""6""","""94""","""ollidy""",1824,"""Most""",1335,true
54,"""kustle""","""8""","""92""","""reshix""",1609,"""Many""",1502,true
54,"""monter""","""60""","""40""","""melelt""",1923,"""Few""",1133,false
54,"""chadop""","""5""","""95""","""shaple""",1695,"""Many""",1477,true
54,"""shamer""","""66""","""34""","""bloifs""",2365,"""Many""",1348,true
54,"""jallem""","""60""","""40""","""sildal""",1959,"""Few""",1961,false
54,"""padnet""","""74""","""26""","""fanely""",1464,"""More than half""",1230,false
54,"""shrile""","""15""","""85""","""athoid""",1958,"""Many""",1350,true
54,"""beckel""","""44""","""56""","""racual""",1144,"""Many""",1132,true
54,"""werner""","""57""","""43""","""hurmer""",952,"""Many""",977,true
54,"""menner""","""77""","""23""","""nandow""",2222,"""Fewer than half""",1696,true
54,"""jallem""","""95""","""5""","""sildal""",1773,"""More than half""",1206,false
54,"""pliper""","""21""","""79""","""sesare""",986,"""Many""",1461,true
54,"""clidge""","""21""","""79""","""hensly""",1736,"""More than half""",1232,true
54,"""coppar""","""74""","""26""","""hunene""",981,"""Most""",1085,false
54,"""chadop""","""25""","""75""","""shaple""",1424,"""Fewer than half""",1822,false
54,"""russer""","""88""","""12""","""huttle""",1256,"""Many""",1264,false
54,"""coamin""","""16""","""84""","""mucond""",1176,"""Few""",1163,false
54,"""clidge""","""25""","""75""","""hensly""",1149,"""Few""",1078,false
54,"""boddle""","""31""","""69""","""molill""",1399,"""Many""",1289,true
54,"""padnet""","""68""","""32""","""fanely""",2169,"""Many""",1405,true
54,"""raster""","""51""","""49""","""movell""",1479,"""Most""",1223,false
54,"""pirter""","""93""","""7""","""secent""",2672,"""More than half""",1175,false
54,"""chulks""","""62""","""38""","""vulhor""",2823,"""Few""",1415,true
54,"""cosutz""","""41""","""59""","""spover""",1520,"""Most""",1109,true
54,"""werner""","""32""","""68""","""hurmer""",1101,"""Few""",1271,false
54,"""bameta""","""96""","""4""","""unzast""",1568,"""Most""",1239,false
54,"""chadop""","""3""","""97""","""shaple""",1024,"""More than half""",1511,true
54,"""ancits""","""63""","""37""","""smeath""",4472,"""Many""",1414,true
54,"""shamer""","""25""","""75""","""bloifs""",1232,"""More than half""",1526,true
54,"""coppar""","""77""","""23""","""hunene""",2472,"""Many""",1305,true
54,"""gukbar""","""37""","""63""","""soarse""",1639,"""Many""",1176,true
54,"""clidge""","""18""","""82""","""hensly""",1111,"""Fewer than half""",1161,false
54,"""bameta""","""78""","""22""","""unzast""",1935,"""Fewer than half""",1264,true
54,"""boddle""","""75""","""25""","""molill""",1448,"""Fewer than half""",1320,true
54,"""beckel""","""28""","""72""","""racual""",1296,"""Fewer than half""",1568,false
54,"""strant""","""97""","""3""","""potind""",1288,"""Few""",1311,true
54,"""isbant""","""57""","""43""","""unairs""",1657,"""Fewer than half""",1582,true
54,"""ingell""","""84""","""16""","""nalill""",1516,"""Many""",1296,false
54,"""ingell""","""89""","""11""","""nalill""",1072,"""Most""",1423,false
54,"""awplor""","""57""","""43""","""fasees""",1424,"""More than half""",1494,false
54,"""chevel""","""98""","""2""","""podden""",1486,"""More than half""",1423,false
54,"""shrile""","""23""","""77""","""athoid""",1105,"""Few""",1502,false
54,"""pengyl""","""1""","""99""","""sedest""",1327,"""Most""",1351,true
54,"""pengyl""","""3""","""97""","""sedest""",1446,"""Many""",1222,true
54,"""umpond""","""69""","""31""","""marire""",2767,"""Fewer than half""",1753,true
54,"""shurry""","""64""","""36""","""preser""",2366,"""Many""",1471,true
54,"""ancits""","""12""","""88""","""smeath""",1249,"""More than half""",1382,true
54,"""pengyl""","""42""","""58""","""sedest""",1502,"""More than half""",1254,true
54,"""birler""","""68""","""32""","""enciad""",1778,"""Many""",1293,true
54,"""kustle""","""31""","""69""","""reshix""",1059,"""Most""",1337,true
54,"""ingell""","""69""","""31""","""nalill""",3225,"""Few""",1237,false
54,"""dorder""","""55""","""45""","""coggon""",1778,"""Many""",1319,true
54,"""pengyl""","""46""","""54""","""sedest""",1445,"""Few""",1310,false
54,"""umpond""","""54""","""46""","""marire""",1461,"""More than half""",1513,false
54,"""birler""","""99""","""1""","""enciad""",1624,"""Most""",1255,false
54,"""pobbit""","""73""","""27""","""spippy""",2007,"""Fewer than half""",1510,true
54,"""clidge""","""38""","""62""","""hensly""",1416,"""Many""",1232,true
54,"""pirter""","""39""","""61""","""secent""",1313,"""Many""",1200,true
54,"""chevel""","""77""","""23""","""podden""",1825,"""Few""",1215,true
54,"""shrile""","""24""","""76""","""athoid""",1542,"""More than half""",1456,true
54,"""cather""","""66""","""34""","""funder""",1072,"""Most""",1095,false
54,"""monter""","""55""","""45""","""melelt""",2001,"""Many""",1119,true
54,"""tiklet""","""54""","""46""","""hullaw""",1376,"""Few""",1280,false
54,"""zetten""","""16""","""84""","""unfobs""",986,"""Many""",1198,true
55,"""glerb""",80,20,"""fizzda""",5960,"""All""",20767,true
55,"""thonk""",18,82,"""krangly""",2294,"""Some""",175,true
55,"""slarm""",89,11,"""briddle""",4685,"""None""",103,false
55,"""klong""",38,62,"""nooty""",4359,"""All""",11999,false
55,"""dring""",72,28,"""larfy""",3152,"""None""",11210,false
55,"""floom""",8,92,"""plerful""",6062,"""Some""",10695,false
55,"""blek""",46,54,"""orkital""",5584,"""None""",6285,false
55,"""tenk""",97,3,"""glurgy""",4183,"""All""",4143,false
55,"""puctor""","""63""","""37""","""recure""",3063,"""Most""",5919,true
55,"""cosutz""","""65""","""35""","""spover""",1959,"""Many""",2966,true
55,"""chulks""","""8""","""92""","""vulhor""",3145,"""Many""",5221,true
55,"""shamer""","""5""","""95""","""bloifs""",3007,"""Most""",4557,true
55,"""mecket""","""38""","""62""","""plumry""",4121,"""Many""",4446,true
55,"""pobbit""","""53""","""47""","""spippy""",4245,"""More than half""",6352,false
55,"""kustle""","""18""","""82""","""reshix""",3416,"""Most""",3887,true
55,"""dorder""","""53""","""47""","""coggon""",2807,"""More than half""",5358,false
55,"""isbant""","""98""","""2""","""unairs""",2905,"""Most""",8967,false
55,"""coppar""","""21""","""79""","""hunene""",2840,"""Few""",16217,true
55,"""umpond""","""84""","""16""","""marire""",1807,"""Fewer than half""",6374,true
55,"""zetten""","""87""","""13""","""unfobs""",1997,"""Few""",480,true
55,"""clidge""","""38""","""62""","""hensly""",2681,"""Most""",1816,true
55,"""kustle""","""3""","""97""","""reshix""",2254,"""More than half""",4734,true
55,"""middor""","""80""","""20""","""drooty""",3934,"""Many""",2978,false
55,"""chadop""","""44""","""56""","""shaple""",2352,"""Fewer than half""",3254,true
55,"""shurry""","""47""","""53""","""preser""",2113,"""More than half""",577,true
55,"""puggle""","""72""","""28""","""entand""",2311,"""Few""",2968,true
55,"""jallem""","""2""","""98""","""sildal""",2782,"""Many""",2207,true
55,"""strant""","""2""","""98""","""potind""",1241,"""More than half""",4239,true
55,"""monter""","""1""","""99""","""melelt""",1100,"""More than half""",3257,true
55,"""pirter""","""83""","""17""","""secent""",3211,"""Many""",2093,false
55,"""pirter""","""71""","""29""","""secent""",3130,"""Fewer than half""",519,true
55,"""mecket""","""24""","""76""","""plumry""",670,"""Most""",198,true
55,"""fleeve""","""30""","""70""","""scalfs""",1473,"""Most""",1879,true
55,"""mecket""","""14""","""86""","""plumry""",1487,"""Few""",225,true
55,"""cather""","""87""","""13""","""funder""",1105,"""Fewer than half""",223,true
55,"""raster""","""87""","""13""","""movell""",1791,"""Fewer than half""",3710,true
55,"""schook""","""40""","""60""","""jabant""",2335,"""More than half""",4948,true
55,"""sporer""","""56""","""44""","""firtly""",1111,"""Fewer than half""",161,true
55,"""jallem""","""66""","""34""","""sildal""",2905,"""More than half""",1718,false
55,"""coppar""","""1""","""99""","""hunene""",1168,"""Many""",7365,true
55,"""umpond""","""70""","""30""","""marire""",2703,"""Few""",3150,true
55,"""boddle""","""55""","""45""","""molill""",4160,"""More than half""",1823,false
55,"""russer""","""94""","""6""","""huttle""",2918,"""Most""",1990,false
55,"""tiklet""","""47""","""53""","""hullaw""",1504,"""Many""",1735,true
55,"""pliper""","""27""","""73""","""sesare""",1399,"""Many""",3071,true
55,"""zetten""","""33""","""67""","""unfobs""",783,"""More than half""",160,true
55,"""coamin""","""49""","""51""","""mucond""",825,"""Most""",143,true
55,"""middor""","""11""","""89""","""drooty""",975,"""Fewer than half""",1886,true
55,"""cather""","""90""","""10""","""funder""",3530,"""Most""",3020,true
55,"""birler""","""65""","""35""","""enciad""",1328,"""Most""",1799,true
55,"""shrile""","""4""","""96""","""athoid""",1112,"""Most""",456,true
55,"""shamer""","""19""","""81""","""bloifs""",640,"""Fewer than half""",1732,true
55,"""cosutz""","""48""","""52""","""spover""",1519,"""Most""",7263,true
55,"""chulks""","""11""","""89""","""vulhor""",1024,"""Most""",8456,true
55,"""padnet""","""82""","""18""","""fanely""",607,"""Most""",1014,true
55,"""shurry""","""69""","""31""","""preser""",1413,"""Few""",1422,true
55,"""dorder""","""86""","""14""","""coggon""",633,"""Few""",1431,true
55,"""middor""","""22""","""78""","""drooty""",2744,"""Few""",1944,false
55,"""coamin""","""65""","""35""","""mucond""",2336,"""Many""",2092,false
55,"""tecker""","""57""","""43""","""biller""",3984,"""Most""",1639,false
55,"""sporer""","""73""","""27""","""firtly""",3057,"""Many""",6066,false
55,"""umpond""","""82""","""18""","""marire""",2558,"""More than half""",208,false
55,"""sporer""","""77""","""23""","""firtly""",848,"""Most""",1249,true
55,"""padnet""","""53""","""47""","""fanely""",850,"""More than half""",1962,false
55,"""sporer""","""83""","""17""","""firtly""",2439,"""More than half""",8934,false
55,"""middor""","""2""","""98""","""drooty""",2126,"""More than half""",1849,true
55,"""pengyl""","""49""","""51""","""sedest""",1607,"""Most""",4101,true
55,"""pobbit""","""94""","""6""","""spippy""",1015,"""Most""",1376,true
55,"""shrile""","""51""","""49""","""athoid""",1119,"""Few""",1695,true
55,"""beckel""","""24""","""76""","""racual""",928,"""Fewer than half""",1006,true
55,"""shrile""","""37""","""63""","""athoid""",1161,"""Fewer than half""",1832,true
55,"""monter""","""10""","""90""","""melelt""",1655,"""Fewer than half""",1551,true
55,"""ingell""","""72""","""28""","""nalill""",1591,"""Many""",1424,false
55,"""pirter""","""76""","""24""","""secent""",1368,"""Most""",1649,false
55,"""coppar""","""98""","""2""","""hunene""",1296,"""More than half""",6061,false
55,"""shrile""","""40""","""60""","""athoid""",1336,"""More than half""",1542,true
55,"""bameta""","""58""","""42""","""unzast""",1514,"""Fewer than half""",4499,false
55,"""schook""","""8""","""92""","""jabant""",1336,"""Most""",5540,true
55,"""russer""","""43""","""57""","""huttle""",1033,"""Many""",1871,true
55,"""pobbit""","""78""","""22""","""spippy""",1591,"""Fewer than half""",1087,true
55,"""pluset""","""85""","""15""","""stubad""",1264,"""Most""",1648,false
55,"""monter""","""41""","""59""","""melelt""",1529,"""Most""",1416,true
55,"""shrile""","""67""","""33""","""athoid""",1255,"""Many""",1200,false
55,"""pluset""","""57""","""43""","""stubad""",1535,"""More than half""",2784,false
55,"""ancits""","""34""","""66""","""smeath""",734,"""Few""",1344,true
55,"""cosutz""","""37""","""63""","""spover""",1246,"""Fewer than half""",1111,true
55,"""puctor""","""60""","""40""","""recure""",888,"""Many""",3079,true
55,"""boddle""","""86""","""14""","""molill""",976,"""Fewer than half""",3095,false
55,"""bemble""","""81""","""19""","""squank""",863,"""Fewer than half""",2037,false
55,"""tecker""","""75""","""25""","""biller""",1369,"""Many""",168,false
55,"""puggle""","""24""","""76""","""entand""",689,"""More than half""",937,false
55,"""coppar""","""84""","""16""","""hunene""",1749,"""Fewer than half""",1127,true
55,"""pliper""","""57""","""43""","""sesare""",968,"""Fewer than half""",990,true
55,"""beckel""","""47""","""53""","""racual""",1895,"""Most""",1574,true
55,"""mecket""","""39""","""61""","""plumry""",1287,"""Fewer than half""",1025,false
55,"""menner""","""61""","""39""","""nandow""",1409,"""Few""",1744,true
55,"""birler""","""22""","""78""","""enciad""",1232,"""Many""",8535,true
55,"""gukbar""","""12""","""88""","""soarse""",1281,"""Few""",1535,false
55,"""chulks""","""38""","""62""","""vulhor""",854,"""More than half""",1113,true
55,"""fleeve""","""79""","""21""","""scalfs""",975,"""Few""",1135,true
55,"""shamer""","""45""","""55""","""bloifs""",1265,"""More than half""",1021,true
55,"""boddle""","""12""","""88""","""molill""",1127,"""Many""",1278,true
55,"""puctor""","""40""","""60""","""recure""",1241,"""Few""",192,false
55,"""raster""","""79""","""21""","""movell""",1145,"""Few""",1090,true
55,"""bemble""","""46""","""54""","""squank""",2088,"""Few""",1120,false
55,"""werner""","""14""","""86""","""hurmer""",984,"""Fewer than half""",1366,false
55,"""gukbar""","""38""","""62""","""soarse""",1063,"""More than half""",1199,true
55,"""pluset""","""70""","""30""","""stubad""",952,"""Few""",1006,true
55,"""hadder""","""73""","""27""","""ollidy""",757,"""Few""",1042,true
55,"""cather""","""86""","""14""","""funder""",735,"""More than half""",854,true
55,"""menner""","""54""","""46""","""nandow""",592,"""More than half""",823,true
55,"""dorder""","""86""","""14""","""coggon""",1041,"""Most""",1567,false
55,"""puctor""","""63""","""37""","""recure""",942,"""Fewer than half""",1501,true
55,"""cather""","""36""","""64""","""funder""",1627,"""Few""",3729,false
55,"""hadder""","""7""","""93""","""ollidy""",1032,"""More than half""",767,true
55,"""clidge""","""8""","""92""","""hensly""",856,"""Fewer than half""",6839,false
55,"""chulks""","""33""","""67""","""vulhor""",1640,"""Fewer than half""",1792,false
55,"""ancits""","""83""","""17""","""smeath""",1400,"""Many""",4678,false
