workerid,A,B,read_time_two_and_decision,percent,nondecision_time,quant,read_time_one,response
3,"""spunge""","""wenple""",136,40,2519,"""Fewer than half""",2056,"""True"""
3,"""pobbit""","""spippy""",159,40,4353,"""Fewer than half""",1903,"""True"""
3,"""umpond""","""marire""",151,20,2360,"""Most""",1288,"""False"""
3,"""awplor""","""fasees""",278,63,921,"""Few""",1025,"""True"""
3,"""werner""","""hurmer""",128,93,2544,"""Many""",1136,"""True"""
3,"""russer""","""huttle""",169,85,2622,"""Most""",447,"""True"""
3,"""middor""","""drooty""",113,96,1391,"""Few""",1640,"""False"""
3,"""awplor""","""fasees""",145,32,3943,"""Many""",1103,"""True"""
3,"""isbant""","""unairs""",168,86,1736,"""Many""",968,"""True"""
3,"""mecket""","""plumry""",160,76,1088,"""Few""",832,"""False"""
3,"""menner""","""nandow""",176,10,1760,"""Fewer than half""",1440,"""True"""
3,"""zetten""","""unfobs""",160,92,2863,"""More than half""",1280,"""True"""
3,"""bameta""","""unzast""",151,44,2497,"""Few""",776,"""True"""
3,"""hadder""","""ollidy""",128,82,879,"""Fewer than half""",1240,"""False"""
3,"""mecket""","""plumry""",137,43,1343,"""Fewer than half""",1567,"""True"""
3,"""menner""","""nandow""",192,53,839,"""Few""",1240,"""False"""
3,"""pliper""","""sesare""",151,38,1736,"""More than half""",1590,"""False"""
3,"""menner""","""nandow""",169,58,6031,"""Most""",1064,"""False"""
3,"""birler""","""enciad""",103,83,1441,"""Most""",1103,"""True"""
3,"""umpond""","""marire""",185,68,3559,"""Many""",1217,"""True"""
3,"""kustle""","""reshix""",161,25,1648,"""Fewer than half""",1289,"""True"""
3,"""werner""","""hurmer""",167,52,2952,"""More than half""",1656,"""True"""
3,"""puctor""","""recure""",3280,5,736,"""More than half""",144,"""True"""
3,"""shamer""","""bloifs""",3280,42,739,"""Most""",144,"""True"""
3,"""boddle""","""molill""",161,47,1808,"""Many""",1143,"""False"""
3,"""chevel""","""podden""",170,55,638,"""Most""",944,"""False"""
3,"""shurry""","""preser""",152,86,752,"""Most""",1313,"""False"""
3,"""spunge""","""wenple""",153,16,1479,"""Few""",1704,"""True"""
3,"""fleeve""","""scalfs""",120,93,1888,"""Most""",1224,"""False"""
3,"""fleeve""","""scalfs""",151,21,1352,"""Fewer than half""",1295,"""True"""
3,"""pirter""","""secent""",129,90,1136,"""Fewer than half""",1008,"""False"""
3,"""shurry""","""preser""",160,36,1568,"""More than half""",1016,"""False"""
3,"""chevel""","""podden""",200,26,1015,"""Few""",1072,"""True"""
3,"""shurry""","""preser""",171,29,1006,"""Few""",1239,"""True"""
3,"""coppar""","""hunene""",120,46,3328,"""More than half""",1208,"""False"""
3,"""jallem""","""sildal""",176,57,880,"""Most""",856,"""False"""
3,"""middor""","""drooty""",127,68,1217,"""Most""",985,"""False"""
3,"""dorder""","""coggon""",161,87,2063,"""More than half""",2745,"""True"""
3,"""sporer""","""firtly""",193,20,1271,"""More than half""",2856,"""False"""
3,"""kustle""","""reshix""",160,91,720,"""Few""",5024,"""False"""
3,"""pobbit""","""spippy""",175,72,1008,"""Many""",1224,"""False"""
3,"""puctor""","""recure""",168,34,704,"""Many""",1351,"""True"""
3,"""cather""","""funder""",192,31,1023,"""More than half""",2815,"""False"""
3,"""cather""","""funder""",144,91,1112,"""Many""",953,"""False"""
3,"""pobbit""","""spippy""",177,25,1855,"""More than half""",2343,"""False"""
3,"""jallem""","""sildal""",152,83,1368,"""Many""",991,"""True"""
3,"""chulks""","""vulhor""",168,61,848,"""Many""",904,"""True"""
3,"""mecket""","""plumry""",185,58,1479,"""Most""",999,"""False"""
3,"""tiklet""","""hullaw""",176,70,1200,"""More than half""",1144,"""True"""
3,"""pluset""","""stubad""",192,90,856,"""Few""",976,"""False"""
3,"""chadop""","""shaple""",170,56,3981,"""Most""",3384,"""True"""
3,"""cather""","""funder""",152,2,1215,"""Most""",1056,"""False"""
3,"""middor""","""drooty""",129,84,1320,"""Many""",1224,"""True"""
3,"""sporer""","""firtly""",144,25,1239,"""Most""",903,"""False"""
3,"""menner""","""nandow""",960,34,1737,"""More than half""",1144,"""True"""
3,"""cosutz""","""spover""",176,45,1296,"""More than half""",2360,"""False"""
3,"""pobbit""","""spippy""",208,6,1496,"""Most""",1327,"""False"""
3,"""raster""","""movell""",169,93,975,"""Fewer than half""",1264,"""False"""
3,"""ancits""","""smeath""",168,90,608,"""Few""",1440,"""False"""
3,"""mecket""","""plumry""",176,28,1144,"""Many""",960,"""False"""
3,"""spunge""","""wenple""",168,48,1199,"""Most""",831,"""False"""
3,"""birler""","""enciad""",168,47,736,"""More than half""",983,"""False"""
3,"""pluset""","""stubad""",208,80,1359,"""More than half""",1903,"""True"""
3,"""fleeve""","""scalfs""",167,92,1208,"""More than half""",1087,"""True"""
3,"""russer""","""huttle""",200,19,1312,"""More than half""",4808,"""False"""
3,"""cosutz""","""spover""",217,7,1143,"""Most""",1144,"""False"""
3,"""pluset""","""stubad""",200,78,1095,"""Fewer than half""",3967,"""False"""
3,"""pengyl""","""sedest""",88,21,1439,"""Many""",2783,"""False"""
3,"""dorder""","""coggon""",184,16,1271,"""Fewer than half""",1184,"""True"""
3,"""tecker""","""biller""",169,32,1432,"""Few""",1440,"""True"""
3,"""kustle""","""reshix""",184,92,4463,"""More than half""",1415,"""False"""
3,"""ingell""","""nalill""",152,89,1416,"""Fewer than half""",1064,"""False"""
3,"""zetten""","""unfobs""",185,13,2887,"""Fewer than half""",1392,"""True"""
3,"""coamin""","""mucond""",744,29,1832,"""Fewer than half""",5000,"""True"""
3,"""padnet""","""fanely""",160,13,1456,"""Many""",1295,"""False"""
3,"""jallem""","""sildal""",161,45,2376,"""Few""",1849,"""False"""
3,"""coamin""","""mucond""",145,25,1960,"""Most""",848,"""False"""
3,"""shrile""","""athoid""",176,61,1328,"""Many""",2784,"""False"""
3,"""spunge""","""wenple""",169,96,1063,"""Many""",1199,"""True"""
3,"""kustle""","""reshix""",128,34,1640,"""Most""",1032,"""False"""
3,"""shamer""","""bloifs""",120,97,1224,"""Few""",832,"""False"""
3,"""boddle""","""molill""",112,33,2008,"""Few""",935,"""True"""
3,"""puctor""","""recure""",968,18,1223,"""Fewer than half""",184,"""True"""
3,"""sporer""","""firtly""",104,79,1016,"""Few""",760,"""False"""
3,"""bemble""","""squank""",137,2,5280,"""Fewer than half""",847,"""False"""
3,"""shurry""","""preser""",161,2,1199,"""Fewer than half""",1161,"""False"""
3,"""gukbar""","""soarse""",208,32,1144,"""More than half""",2248,"""False"""
3,"""menner""","""nandow""",160,10,1952,"""Many""",976,"""False"""
3,"""chulks""","""vulhor""",185,56,2063,"""Few""",1055,"""False"""
3,"""beckel""","""racual""",160,93,1104,"""Fewer than half""",1000,"""False"""
3,"""pliper""","""sesare""",192,97,1231,"""Most""",936,"""True"""
3,"""bameta""","""unzast""",216,83,1280,"""Most""",1887,"""False"""
3,"""ancits""","""smeath""",137,70,2680,"""More than half""",1511,"""True"""
3,"""birler""","""enciad""",984,54,521,"""Fewer than half""",839,"""False"""
3,"""shrile""","""athoid""",984,43,523,"""More than half""",839,"""False"""
3,"""strant""","""potind""",161,2,1263,"""Most""",1249,"""False"""
3,"""tiklet""","""hullaw""",152,88,1008,"""Fewer than half""",847,"""False"""
3,"""umpond""","""marire""",152,24,2417,"""More than half""",1008,"""False"""
3,"""coamin""","""mucond""",144,74,992,"""Few""",960,"""False"""
3,"""monter""","""melelt""",153,29,1720,"""Fewer than half""",935,"""True"""
3,"""puggle""","""entand""",120,9,944,"""Most""",1016,"""True"""
3,"""ancits""","""smeath""",673,63,872,"""Most""",1135,"""False"""
3,"""raster""","""movell""",191,8,1921,"""Many""",1007,"""False"""
3,"""clidge""","""hensly""",295,79,1241,"""Many""",2191,"""True"""
3,"""chadop""","""shaple""",184,29,1488,"""Few""",1640,"""True"""
3,"""strant""","""potind""",169,69,1359,"""Many""",776,"""True"""
3,"""hadder""","""ollidy""",176,34,696,"""Many""",968,"""False"""
3,"""puggle""","""entand""",169,31,1319,"""Many""",784,"""False"""
3,"""chulks""","""vulhor""",152,93,1304,"""Most""",576,"""True"""
3,"""pliper""","""sesare""",759,30,1528,"""Fewer than half""",848,"""True"""
3,"""russer""","""huttle""",759,44,1531,"""Fewer than half""",848,"""True"""
3,"""dorder""","""coggon""",176,7,1160,"""Most""",872,"""False"""
3,"""pobbit""","""spippy""",216,36,1440,"""Few""",785,"""True"""
3,"""strant""","""potind""",200,98,1127,"""Few""",871,"""False"""
3,"""pirter""","""secent""",185,4,2031,"""Many""",2072,"""False"""
3,"""coamin""","""mucond""",240,4,1031,"""Many""",953,"""False"""
3,"""coppar""","""hunene""",191,78,8079,"""Few""",1528,"""False"""
3,"""jallem""","""sildal""",240,82,2120,"""More than half""",2696,"""True"""
3,"""monter""","""melelt""",176,4,1160,"""Few""",760,"""True"""
3,"""gukbar""","""soarse""",176,72,1512,"""Many""",760,"""True"""
3,"""raster""","""movell""",193,27,17535,"""Most""",1455,"""True"""
3,"""cosutz""","""spover""",160,5,1592,"""Many""",10896,"""False"""
3,"""devole""","""sholly""",161,89,2352,"""More than half""",1128,"""True"""
3,"""clidge""","""hensly""",152,42,1160,"""Most""",1704,"""False"""
3,"""cather""","""funder""",136,44,1352,"""Fewer than half""",1008,"""True"""
3,"""ingell""","""nalill""",161,31,1343,"""Few""",936,"""True"""
3,"""shrile""","""athoid""",121,98,1400,"""Most""",905,"""True"""
3,"""zetten""","""unfobs""",169,61,2223,"""Many""",992,"""True"""
3,"""puggle""","""entand""",169,66,1351,"""More than half""",1168,"""True"""
3,"""zetten""","""unfobs""",169,96,1167,"""Few""",968,"""False"""
3,"""umpond""","""marire""",169,26,911,"""Fewer than half""",1311,"""True"""
3,"""devole""","""sholly""",176,68,3200,"""Few""",1568,"""False"""
3,"""puctor""","""recure""",161,97,759,"""Few""",832,"""False"""
3,"""schook""","""jabant""",256,65,1528,"""More than half""",1032,"""True"""
3,"""awplor""","""fasees""",172,58,1432,"""Fewer than half""",10312,"""False"""
3,"""shrile""","""athoid""",169,21,895,"""Fewer than half""",1368,"""True"""
3,"""beckel""","""racual""",159,28,616,"""Few""",1120,"""True"""
3,"""bemble""","""squank""",193,40,695,"""Many""",784,"""True"""
3,"""schook""","""jabant""",192,80,760,"""Few""",2048,"""False"""
3,"""isbant""","""unairs""",177,88,1120,"""More than half""",1192,"""True"""
3,"""werner""","""hurmer""",168,57,5664,"""Few""",1040,"""False"""
3,"""cosutz""","""spover""",176,77,999,"""Fewer than half""",1423,"""False"""
3,"""isbant""","""unairs""",185,33,711,"""Fewer than half""",832,"""True"""
3,"""russer""","""huttle""",177,64,1095,"""Many""",1040,"""False"""
3,"""gukbar""","""soarse""",224,45,2192,"""Few""",952,"""True"""
3,"""mecket""","""plumry""",184,89,1088,"""More than half""",1616,"""True"""
3,"""russer""","""huttle""",192,11,1392,"""Few""",1152,"""True"""
3,"""ancits""","""smeath""",201,26,1184,"""Many""",960,"""False"""
3,"""shrile""","""athoid""",208,30,1000,"""Few""",1321,"""True"""
3,"""dorder""","""coggon""",192,92,1208,"""Many""",1056,"""True"""
3,"""tecker""","""biller""",209,90,1336,"""Fewer than half""",1849,"""False"""
3,"""isbant""","""unairs""",177,95,1192,"""Few""",744,"""False"""
3,"""bemble""","""squank""",169,59,2887,"""Most""",847,"""True"""
3,"""pengyl""","""sedest""",185,66,1105,"""Most""",1081,"""True"""
3,"""shamer""","""bloifs""",231,92,1040,"""Many""",1008,"""True"""
3,"""tiklet""","""hullaw""",200,22,937,"""Many""",872,"""False"""
3,"""shurry""","""preser""",128,67,1040,"""Many""",960,"""True"""
3,"""coppar""","""hunene""",168,53,2768,"""Most""",927,"""True"""
3,"""chadop""","""shaple""",208,21,888,"""More than half""",1120,"""False"""
3,"""chadop""","""shaple""",192,99,1184,"""Fewer than half""",976,"""False"""
3,"""beckel""","""racual""",264,98,1592,"""More than half""",752,"""True"""
3,"""devole""","""sholly""",168,57,1784,"""Most""",1487,"""True"""
3,"""cosutz""","""spover""",192,88,737,"""Few""",1111,"""False"""
3,"""awplor""","""fasees""",200,6,3000,"""Most""",983,"""False"""
3,"""padnet""","""fanely""",192,29,944,"""Fewer than half""",1872,"""True"""
3,"""tecker""","""biller""",193,22,703,"""Many""",959,"""True"""
3,"""fleeve""","""scalfs""",176,47,1096,"""Many""",1016,"""False"""
3,"""pengyl""","""sedest""",145,31,759,"""Fewer than half""",976,"""True"""
3,"""beckel""","""racual""",152,33,1376,"""Most""",872,"""False"""
3,"""jallem""","""sildal""",168,72,1223,"""Fewer than half""",848,"""False"""
3,"""pirter""","""secent""",177,59,6096,"""Most""",560,"""False"""
3,"""ancits""","""smeath""",176,89,1032,"""Fewer than half""",736,"""False"""
3,"""spunge""","""wenple""",160,35,896,"""More than half""",817,"""False"""
3,"""zetten""","""unfobs""",170,80,967,"""Most""",809,"""True"""
3,"""ingell""","""nalill""",169,10,967,"""Most""",696,"""False"""
3,"""birler""","""enciad""",170,49,3631,"""Few""",1360,"""True"""
3,"""strant""","""potind""",177,26,919,"""Fewer than half""",1040,"""True"""
3,"""middor""","""drooty""",192,54,1488,"""More than half""",2616,"""True"""
3,"""sporer""","""firtly""",176,99,1792,"""Fewer than half""",1324,"""False"""
3,"""devole""","""sholly""",192,17,4119,"""Fewer than half""",2136,"""True"""
3,"""beckel""","""racual""",199,56,1417,"""Many""",1193,"""True"""
3,"""bemble""","""squank""",184,39,1799,"""More than half""",1441,"""False"""
3,"""birler""","""enciad""",184,81,3095,"""Many""",2520,"""True"""
3,"""chevel""","""podden""",217,33,2455,"""Many""",3336,"""False"""
3,"""raster""","""movell""",200,98,1256,"""More than half""",2760,"""True"""
3,"""bameta""","""unzast""",224,70,2728,"""Many""",1487,"""True"""
3,"""bemble""","""squank""",208,48,1632,"""Few""",807,"""True"""
3,"""bameta""","""unzast""",160,55,776,"""More than half""",839,"""True"""
3,"""coamin""","""mucond""",152,30,736,"""More than half""",736,"""False"""
3,"""pluset""","""stubad""",144,70,1415,"""Many""",736,"""True"""
3,"""boddle""","""molill""",176,66,735,"""More than half""",832,"""True"""
3,"""clidge""","""hensly""",176,7,744,"""More than half""",808,"""False"""
3,"""schook""","""jabant""",176,82,968,"""Many""",1032,"""True"""
3,"""schook""","""jabant""",185,48,1320,"""Fewer than half""",871,"""True"""
3,"""tiklet""","""hullaw""",151,53,1129,"""Most""",1280,"""True"""
3,"""ingell""","""nalill""",177,55,872,"""Many""",784,"""True"""
3,"""hadder""","""ollidy""",369,44,1112,"""Most""",864,"""False"""
3,"""kustle""","""reshix""",184,77,1064,"""Many""",400,"""True"""
3,"""pliper""","""sesare""",169,34,855,"""Few""",639,"""True"""
3,"""tiklet""","""hullaw""",176,48,848,"""Few""",624,"""True"""
3,"""chulks""","""vulhor""",191,54,1049,"""Fewer than half""",1032,"""False"""
3,"""umpond""","""marire""",169,4,919,"""Few""",1200,"""True"""
3,"""chulks""","""vulhor""",202,49,1006,"""More than half""",975,"""False"""
3,"""strant""","""potind""",169,76,920,"""More than half""",1167,"""True"""
3,"""ingell""","""nalill""",199,94,1528,"""More than half""",1680,"""True"""
3,"""schook""","""jabant""",192,95,953,"""Most""",2144,"""True"""
3,"""isbant""","""unairs""",177,10,743,"""Most""",785,"""False"""
3,"""pliper""","""sesare""",119,74,1328,"""Many""",752,"""True"""
3,"""shamer""","""bloifs""",176,34,1104,"""Fewer than half""",1584,"""True"""
3,"""padnet""","""fanely""",216,86,880,"""Most""",1008,"""True"""
3,"""coppar""","""hunene""",225,3,934,"""Fewer than half""",1104,"""True"""
3,"""boddle""","""molill""",272,76,976,"""Most""",1361,"""True"""
3,"""monter""","""melelt""",186,74,670,"""Most""",895,"""True"""
3,"""hadder""","""ollidy""",200,56,784,"""More than half""",1991,"""True"""
3,"""boddle""","""molill""",209,67,752,"""Fewer than half""",999,"""False"""
3,"""padnet""","""fanely""",176,56,2679,"""Few""",743,"""True"""
3,"""pirter""","""secent""",177,75,855,"""Few""",1048,"""False"""
3,"""pluset""","""stubad""",2608,56,440,"""Most""",177,"""False"""
3,"""tecker""","""biller""",2608,61,443,"""Most""",177,"""False"""
3,"""pengyl""","""sedest""",232,79,1297,"""Few""",967,"""False"""
3,"""chadop""","""shaple""",209,71,935,"""Many""",799,"""True"""
3,"""coppar""","""hunene""",176,32,1024,"""Many""",1184,"""False"""
3,"""clidge""","""hensly""",144,65,944,"""Few""",1120,"""False"""
3,"""devole""","""sholly""",192,27,1272,"""Many""",751,"""False"""
3,"""middor""","""drooty""",240,3,1056,"""Fewer than half""",1008,"""True"""
3,"""raster""","""movell""",200,45,944,"""Few""",1520,"""True"""
3,"""puggle""","""entand""",241,23,863,"""Few""",1143,"""True"""
3,"""monter""","""melelt""",191,52,1056,"""Many""",2560,"""True"""
3,"""sporer""","""firtly""",753,38,767,"""Many""",2095,"""False"""
3,"""tecker""","""biller""",753,79,771,"""More than half""",2095,"""False"""
3,"""puctor""","""recure""",208,6,800,"""Most""",2864,"""False"""
3,"""gukbar""","""soarse""",200,97,887,"""Fewer than half""",1256,"""False"""
3,"""werner""","""hurmer""",153,18,887,"""Fewer than half""",992,"""True"""
3,"""pengyl""","""sedest""",185,78,935,"""More than half""",1176,"""True"""
3,"""gukbar""","""soarse""",217,27,791,"""Most""",912,"""False"""
3,"""monter""","""melelt""",144,62,2672,"""More than half""",848,"""True"""
3,"""chevel""","""podden""",209,96,1399,"""Fewer than half""",1127,"""False"""
3,"""clidge""","""hensly""",216,33,1711,"""Fewer than half""",1840,"""True"""
3,"""pirter""","""secent""",217,10,3895,"""More than half""",881,"""False"""
3,"""chevel""","""podden""",209,69,1903,"""More than half""",1575,"""True"""
3,"""bameta""","""unzast""",232,53,1169,"""Fewer than half""",817,"""False"""
3,"""fleeve""","""scalfs""",201,19,887,"""Few""",896,"""True"""
3,"""cather""","""funder""",1289,17,199,"""Few""",1744,"""True"""
3,"""puggle""","""entand""",1289,35,202,"""Fewer than half""",1744,"""True"""
3,"""dorder""","""coggon""",160,17,568,"""Few""",2135,"""True"""
3,"""padnet""","""fanely""",208,68,1144,"""More than half""",848,"""True"""
4,"""glerb""","""fizzda""",2936,20,448,"""All""",2343,"""False"""
4,"""thonk""","""krangly""",2553,82,159,"""Some""",1072,"""True"""
4,"""slarm""","""briddle""",1768,11,120,"""None""",1055,"""False"""
4,"""klong""","""nooty""",1447,62,65,"""All""",632,"""False"""
4,"""coppar""","""hunene""",1320,82,48,"""Fewer than half""",2285,"""False"""
4,"""zetten""","""unfobs""",1896,55,128,"""Few""",853,"""False"""
4,"""middor""","""drooty""",2768,69,321,"""More than half""",1504,"""False"""
4,"""shurry""","""preser""",2959,82,161,"""More than half""",1368,"""True"""
4,"""monter""","""melelt""",1392,13,160,"""More than half""",3176,"""False"""
4,"""beckel""","""racual""",1441,36,64,"""Fewer than half""",936,"""False"""
4,"""pengyl""","""sedest""",1648,49,72,"""Fewer than half""",1792,"""False"""
4,"""chevel""","""podden""",968,73,121,"""More than half""",967,"""True"""
4,"""sporer""","""firtly""",1752,4,136,"""Many""",1056,"""False"""
4,"""birler""","""enciad""",1032,8,105,"""Few""",904,"""False"""
4,"""pluset""","""stubad""",936,29,135,"""More than half""",897,"""False"""
4,"""birler""","""enciad""",1055,96,167,"""Fewer than half""",1376,"""False"""
4,"""kustle""","""reshix""",1055,80,171,"""Most""",1376,"""False"""
4,"""pliper""","""sesare""",888,54,144,"""Most""",728,"""True"""
4,"""kustle""","""reshix""",928,29,112,"""More than half""",992,"""False"""
4,"""gukbar""","""soarse""",1736,37,56,"""Many""",944,"""False"""
4,"""ancits""","""smeath""",1184,96,72,"""More than half""",1168,"""True"""
4,"""hadder""","""ollidy""",1055,92,105,"""Most""",2360,"""True"""
4,"""jallem""","""sildal""",632,18,120,"""Fewer than half""",1879,"""False"""
4,"""boddle""","""molill""",1029,32,33,"""Many""",456,"""False"""
4,"""puctor""","""recure""",1080,25,56,"""Most""",800,"""False"""
4,"""jallem""","""sildal""",1344,68,32,"""Most""",919,"""True"""
4,"""puggle""","""entand""",921,73,63,"""More than half""",1296,"""True"""
4,"""menner""","""nandow""",1065,64,87,"""Fewer than half""",1168,"""False"""
4,"""ingell""","""nalill""",1274,55,70,"""Most""",887,"""False"""
4,"""jallem""","""sildal""",1904,6,63,"""Few""",1096,"""False"""
4,"""puctor""","""recure""",1536,33,80,"""Fewer than half""",1263,"""False"""
4,"""umpond""","""marire""",1345,52,40,"""Many""",832,"""False"""
4,"""tiklet""","""hullaw""",986,19,86,"""Many""",1720,"""False"""
4,"""padnet""","""fanely""",1912,6,1183,"""Fewer than half""",4088,"""False"""
4,"""cosutz""","""spover""",968,32,40,"""Most""",1167,"""False"""
4,"""ingell""","""nalill""",880,69,32,"""Few""",944,"""False"""
4,"""coamin""","""mucond""",1321,95,64,"""More than half""",832,"""False"""
4,"""strant""","""potind""",752,69,72,"""Many""",785,"""True"""
4,"""strant""","""potind""",736,47,64,"""Fewer than half""",1041,"""False"""
4,"""puggle""","""entand""",673,94,112,"""Most""",749,"""True"""
4,"""raster""","""movell""",719,25,80,"""Few""",800,"""False"""
4,"""spunge""","""wenple""",824,59,168,"""More than half""",792,"""True"""
4,"""cosutz""","""spover""",1073,90,184,"""More than half""",1192,"""True"""
4,"""cather""","""funder""",2680,74,1289,"""Most""",1183,"""True"""
4,"""sporer""","""firtly""",888,72,135,"""More than half""",920,"""True"""
4,"""raster""","""movell""",272,31,928,"""Most""",378,"""False"""
4,"""mecket""","""plumry""",1290,85,430,"""Many""",80,"""False"""
4,"""dorder""","""coggon""",1048,84,136,"""Many""",919,"""True"""
4,"""devole""","""sholly""",905,10,80,"""Most""",816,"""False"""
4,"""coppar""","""hunene""",1185,30,48,"""Most""",864,"""False"""
4,"""kustle""","""reshix""",968,52,72,"""Fewer than half""",1016,"""False"""
4,"""chulks""","""vulhor""",960,85,80,"""Fewer than half""",1033,"""False"""
4,"""pluset""","""stubad""",1641,75,64,"""Fewer than half""",1131,"""False"""
4,"""menner""","""nandow""",878,27,49,"""More than half""",3048,"""False"""
4,"""cather""","""funder""",1721,30,40,"""More than half""",3841,"""False"""
4,"""mecket""","""plumry""",864,65,216,"""Most""",1017,"""True"""
4,"""bameta""","""unzast""",840,76,440,"""Most""",993,"""True"""
4,"""coppar""","""hunene""",1000,10,88,"""Many""",752,"""False"""
4,"""pobbit""","""spippy""",712,62,128,"""Many""",655,"""True"""
4,"""boddle""","""molill""",800,43,56,"""More than half""",728,"""False"""
4,"""chulks""","""vulhor""",991,53,89,"""Many""",1161,"""False"""
4,"""bemble""","""squank""",1016,58,144,"""Many""",696,"""False"""
4,"""cosutz""","""spover""",871,85,113,"""Few""",816,"""False"""
4,"""kustle""","""reshix""",1136,49,112,"""Few""",848,"""False"""
4,"""clidge""","""hensly""",719,46,168,"""Fewer than half""",1088,"""True"""
4,"""ancits""","""smeath""",928,81,80,"""Fewer than half""",1521,"""False"""
4,"""beckel""","""racual""",808,1,96,"""More than half""",905,"""False"""
4,"""shrile""","""athoid""",968,33,48,"""More than half""",952,"""False"""
4,"""umpond""","""marire""",785,86,87,"""Few""",1049,"""False"""
4,"""tiklet""","""hullaw""",1184,46,144,"""More than half""",959,"""False"""
4,"""boddle""","""molill""",1408,56,80,"""Most""",1681,"""False"""
4,"""chevel""","""podden""",744,96,96,"""Fewer than half""",1152,"""True"""
4,"""ancits""","""smeath""",735,75,33,"""Many""",975,"""True"""
4,"""shrile""","""athoid""",792,80,40,"""Many""",1001,"""True"""
4,"""mecket""","""plumry""",719,80,73,"""Fewer than half""",1270,"""False"""
4,"""pengyl""","""sedest""",719,93,137,"""Many""",1000,"""True"""
4,"""gukbar""","""soarse""",825,38,104,"""More than half""",952,"""False"""
4,"""hadder""","""ollidy""",911,4,25,"""More than half""",856,"""False"""
4,"""schook""","""jabant""",824,82,88,"""More than half""",799,"""True"""
4,"""dorder""","""coggon""",815,68,152,"""Fewer than half""",841,"""False"""
4,"""pluset""","""stubad""",769,2,120,"""Few""",695,"""False"""
4,"""sporer""","""firtly""",807,80,137,"""Fewer than half""",1048,"""False"""
4,"""gukbar""","""soarse""",872,58,88,"""Few""",920,"""False"""
4,"""werner""","""hurmer""",584,91,256,"""Many""",744,"""True"""
4,"""bameta""","""unzast""",847,65,70,"""Many""",1194,"""False"""
4,"""isbant""","""unairs""",1288,45,16,"""Few""",777,"""True"""
4,"""clidge""","""hensly""",705,58,31,"""More than half""",1008,"""True"""
4,"""chadop""","""shaple""",848,87,48,"""More than half""",897,"""True"""
4,"""raster""","""movell""",688,71,72,"""Many""",752,"""True"""
4,"""bemble""","""squank""",905,19,135,"""Fewer than half""",849,"""True"""
4,"""puggle""","""entand""",728,69,72,"""Few""",712,"""False"""
4,"""birler""","""enciad""",1271,75,73,"""More than half""",840,"""False"""
4,"""puggle""","""entand""",785,77,719,"""Many""",40,"""True"""
4,"""middor""","""drooty""",1328,18,583,"""Few""",1144,"""True"""
4,"""cather""","""funder""",1080,9,127,"""Few""",769,"""True"""
4,"""cosutz""","""spover""",672,17,79,"""Fewer than half""",352,"""True"""
4,"""coamin""","""mucond""",736,19,80,"""Many""",751,"""False"""
4,"""fleeve""","""scalfs""",688,85,80,"""More than half""",848,"""True"""
4,"""coppar""","""hunene""",1609,63,175,"""More than half""",920,"""True"""
4,"""dorder""","""coggon""",1609,57,177,"""Few""",920,"""True"""
4,"""spunge""","""wenple""",623,51,72,"""Most""",632,"""True"""
4,"""monter""","""melelt""",744,53,56,"""Fewer than half""",760,"""False"""
4,"""spunge""","""wenple""",696,60,104,"""Few""",689,"""False"""
4,"""schook""","""jabant""",648,95,80,"""Few""",792,"""False"""
4,"""pirter""","""secent""",721,1,47,"""Few""",784,"""True"""
4,"""shurry""","""preser""",767,69,65,"""Few""",712,"""False"""
4,"""shrile""","""athoid""",777,40,127,"""Most""",752,"""False"""
4,"""pobbit""","""spippy""",727,43,57,"""More than half""",815,"""False"""
4,"""pliper""","""sesare""",1656,86,80,"""Fewer than half""",848,"""False"""
4,"""pliper""","""sesare""",1656,71,82,"""More than half""",848,"""False"""
4,"""fleeve""","""scalfs""",824,30,192,"""Fewer than half""",752,"""True"""
4,"""shurry""","""preser""",808,95,56,"""Most""",680,"""True"""
4,"""zetten""","""unfobs""",840,72,48,"""More than half""",1232,"""True"""
4,"""cather""","""funder""",928,89,56,"""Fewer than half""",1016,"""False"""
4,"""devole""","""sholly""",775,65,73,"""Few""",776,"""False"""
4,"""menner""","""nandow""",855,31,64,"""Few""",872,"""False"""
4,"""devole""","""sholly""",655,86,65,"""More than half""",840,"""True"""
4,"""monter""","""melelt""",744,62,72,"""Few""",704,"""False"""
4,"""mecket""","""plumry""",793,98,80,"""More than half""",848,"""True"""
4,"""raster""","""movell""",785,43,55,"""Fewer than half""",768,"""False"""
4,"""fleeve""","""scalfs""",689,26,24,"""Few""",624,"""False"""
4,"""pengyl""","""sedest""",648,12,80,"""More than half""",671,"""False"""
4,"""tecker""","""biller""",695,26,73,"""Few""",712,"""False"""
4,"""tecker""","""biller""",728,35,167,"""More than half""",704,"""False"""
4,"""bameta""","""unzast""",696,62,144,"""Few""",615,"""False"""
4,"""boddle""","""molill""",695,1,105,"""Fewer than half""",616,"""True"""
4,"""chevel""","""podden""",575,38,192,"""Few""",680,"""True"""
4,"""menner""","""nandow""",727,70,145,"""Many""",663,"""True"""
4,"""clidge""","""hensly""",648,80,120,"""Most""",712,"""True"""
4,"""mecket""","""plumry""",752,44,96,"""Few""",673,"""False"""
4,"""tecker""","""biller""",536,61,135,"""Many""",585,"""True"""
4,"""puctor""","""recure""",1639,95,161,"""Few""",631,"""False"""
